listing_id,address,city,zip_code,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,garage,sale_price,list_price,days_on_market,hoa_monthly,school_rating,pool,sale_date
LST-80287,966 Main Ln,san jose,85584,,3.0,1.0,,,2015,0,"$1,049,000","$1,077,109",142,70.83,,1,2020-04-22
LST-81703,4977 Main Ln,Charlotte,94878,single family,4.0,5.0,"2,031 sq ft",0.284 acres,1976,no,"$771,000","$858,739",105,85.88,10.0,Yes,2023-02-28
LST-81108,5394 Pine Ave.,Austin,33811,condo,6.0,3.5,,1.475 acres,2017,TRUE,"$636,000","$638,468",262,347.72,7.0,Yes,04/08/2020
LST-81531,7946 Elm St,AUSTIN,55604,Multi Family,5.0,3.5,"3,575 sq ft",1.09 acres,1977,True,745000,"$824,709",280,459.76,4.0,1,2023-07-01
LST-81470,5903 Elm Dr,raleigh,78484,,2.0,4.0,4278,0.101 acres,1963,True,$358K,"$358,006",291,425.38,6.0,Y,2020-07-26
LST-80610,7334 Pine Ave,San José,87862,single family,1.0,4.0,5014 sqft,"49,353 sq ft",1950,Yes,"$538,000","$533,985",185,84.4,10.0,N,07/19/2022
LST-80914,5049 Maple Dr,DENVER,22710,Single Family,4.0,2.5,,,2018,,$717K,"$714,315",246,217.42,5.0,Yes,2021-02-21
LST-81208,7999 Elm Rd,SAN JOSE,10450,townhouse,1.0,4.0,2188 sqft,"31,101 sq ft",1973,2,,"$1,230,374",166,307.68,8.0,1,2020-01-04
LST-81645,701 Maple Dr,san jose,47262,townhouse,5.0,1.0,3685,0.208,1972,,$830K,"$923,168",50,13.93,7.0,,10/26/2022
LST-80990,3206 Cedar Ave,denver,45727,Single Family,1.0,1.0,4434 sqft,0.915 acres,1997,,$458K,"$475,757",63,,1.0,No,12/29/2021
LST-81524,8458 Maple Rd,nashville,83584,Single Family,4.0,5.0,,"5,052 sq ft",1975,True,$1249K,"$1,229,788",163,599.4,9.0,1,11/28/2021
LST-80327,4856 Cedar Dr,Phoenix,97827,single family,2.0,4.0,5149,2.494 acres,2003,TRUE,$708K,"$685,004",128,312.49,10.0,0,2020-01-13
LST-81414,1589 Pine St.,San Jose,77824,,2.0,2.5,1599,2.302,1955,1,$760K,"$777,402",36,257.16,4.0,N,2022-05-19
LST-80669,989 Elm Ave.,Raleigh,76932,Single Family,2.0,4.0,2424 sqft,0.839 acres,2011,,"$854,000","$923,703",242,,3.0,,2022-12-10
LST-80979,4902 Pine St,"Nashville, TN",44645,Multi-Family,5.0,3.5,"2,843 sq ft","94,220 sq ft",2010,Y,,"$452,180",151,39.86,1.0,No,2022-07-23
LST-81057,3412 Oak Dr,denver,12214,townhouse,4.0,2.0,"4,615 sq ft",1.439 acres,1951,True,"$458,000","$489,006",174,,,N,07/24/2021
LST-80759,8190 Oak Dr,nashville,78920,Town House,2.0,4.5,3300,1.014 acres,1940,,657000,"$628,905",45,23.97,3.0,0,12/04/2022
LST-80177,1554 Main St.,DENVER,35026,Town House,4.0,1.5,,2.264 acres,1979,Yes,$953K,"$938,925",30,,,0,2020-09-18
LST-80637,1338 Elm Rd,charlotte,21004,,2.0,1.5,"1,619 sq ft",1.389 acres,1962,0,"$768,000","$739,619",251,431.97,,Yes,2021-07-15
LST-80609,8382 Cedar Ave,Raleigh,81579,TOWNHOUSE,4.0,2.0,3572 sqft,1.445 acres,1947,2,"$898,000","$947,699",186,,8.0,,02/15/2021
LST-80086,2277 Pine St,Charlotte,57339,TOWNHOUSE,3.0,4.5,"2,668 sq ft","92,477 sq ft",1800,FALSE,$522.0k,"$508,558",254,470.74,6.0,No,05/18/2023
LST-81293,9316 Cedar Dr,Nashville,16209,TOWNHOUSE,5.0,1.5,785 SF,0.399 acres,1970,0,"$1,043,000","$1,102,692",257,577.93,10.0,Y,2023-01-31
LST-81745,9884 Oak Blvd,AUSTIN,54794,Single-Family,4.0,2.5,4157 SF,,1980,,$854K,"$885,221",229,61.62,2.0,N,2023-03-24
LST-80457,4980 Oak Dr,DENVER,25179,Townhouse,2.0,1.0,2672,2.233 acres,1974,FALSE,$873K,,37,,3.0,Y,2022-03-17
LST-80054,9200 Elm Ave,"Nashville, TN",83261,condo,3.0,4.5,"3,574 sq ft","70,915 sq ft",2005,,335000,"$358,530",253,,4.0,No,2023-06-10
LST-81626,1856 Oak Ln,austin,77390,Townhouse,3.0,3.5,3670 sqft,2.377 acres,1973,N,1123000,"$1,154,555",233,455.2,4.0,,2021-07-21
LST-80221,7467 Pine St.,Phoenix,69983,,3.0,4.0,"1,211 sq ft",,2030,Yes,$1087.0k,"$1,196,130",171,147.35,,0,09/26/2021
LST-80113,2642 Oak Blvd,austin,19619,townhouse,4.0,3.5,1875,2.065 acres,1942,,"$461,000","$451,912",168,,,0,2023-02-07
LST-80887,5474 Main Blvd,denver,20956,condo,6.0,2.0,"1,425 sq ft",1.461 acres,1955,0,$595K,"$639,332",182,464.55,2.0,0,2021-08-03
LST-81134,2436 Maple Ave.,Denver,70993,Multi-Family,6.0,3.0,1346 sqft,1.352 acres,2018,True,$330.0k,"$347,141",276,639.32,10.0,Yes,
LST-80859,4294 Maple Dr,San José,42138,single family,4.0,3.5,3483 sqft,"35,196 sq ft",1998,N,,"$242,145",296,625.81,2.0,0,05/27/2022
LST-80174,5832 Cedar Dr,Denver,62434,Single-Family,6.0,3.5,1657 sqft,"44,518 sq ft",2020,3,"$406,000","$389,481",36,213.81,,Y,11/24/2021
LST-81094,4665 Pine Ave,San Jose,21352,TOWNHOUSE,6.0,5.0,4252 sqft,1.094 acres,2013,Yes,"$554,000","$620,056",207,617.44,4.0,,10/17/2021
LST-80589,4151 Main Ln,denver,61183,single family,1.0,4.5,"2,245 sq ft",0.8,1940,1,,"$1,120,651",285,248.97,7.0,No,2022-08-04
LST-81548,2676 Main St,San José,27485,TOWNHOUSE,2.0,5.0,,1.174,1953,0,$861K,"$872,964",27,,3.0,,
LST-80018,2527 Elm St,austin,6843,Condominium,5.0,2.5,"4,957 sq ft",,1997,,1207000,"$1,174,334",83,,2.0,N,10/28/2023
LST-80423,2416 Pine Ave,Charlotte,79121,townhouse,6.0,3.5,5113 sqft,,1968,False,,"$472,281",247,,,0,05/09/2021
LST-81233,5208 Cedar Blvd,Denver,45798,Townhouse,5.0,5.0,"2,872 sq ft",1.552 acres,1991,,,"$817,126",237,112.61,9.0,0,05/23/2022
LST-80285,8530 Maple Ave,San Jose,36653,Town House,2.0,1.0,"4,003 sq ft",0.803 acres,1946,,$204.0k,"$228,462",270,425.12,3.0,N,2022-11-02
LST-81586,9470 Cedar Blvd,"Nashville, TN",42816,Condominium,5.0,2.5,1024 sqft,,2007,True,$1021.0k,"$1,114,931",161,,9.0,Y,01/01/2023
LST-80428,4913 Main Dr,phoenix,22690,TOWNHOUSE,6.0,4.5,"1,040 sq ft",1.88,1941,Yes,$216K,"$237,925",1,,4.0,N,
LST-81766,3571 Elm Ln,Denver,25134,Condominium,3.0,2.5,"1,551 sq ft",1.189 acres,2016,,$690.0k,"$694,265",67,92.36,3.0,1,2020-11-26
LST-80884,4490 Oak Ave.,Denver,46577,SFH,1.0,2.0,,1.82,1956,,"$944,000","$1,036,814",136,,10.0,,2023-09-21
LST-80031,8315 Pine Blvd,Charlotte NC,37928,Townhouse,4.0,5.0,3061 sqft,0.416 acres,1977,2,"$920,000","$959,741",207,,5.0,No,01/07/2023
LST-80809,7896 Oak Dr,Phoenix AZ,42320,Multi-Family,4.0,2.0,,,1974,,"$693,000","$731,276",47,393.28,7.0,Yes,12/08/2022
LST-81596,4187 Cedar St,Phoenix AZ,81751,CONDO,5.0,2.0,3182 sqft,2.147 acres,1953,3,"$1,135,000","$1,110,887",54,,,0,2021-02-21
LST-80214,7862 Main Rd,nashville,87374,multifamily,6.0,4.0,2033,,1945,N,$382K,"$410,134",13,,5.0,No,08/04/2022
LST-80704,747 Oak St.,denver,35885,Single Family,5.0,3.5,4941 sqft,2.208 acres,1991,0,625000,,31,82.01,8.0,1,
LST-80326,1179 Oak St,"Nashville, TN",53869,Single Family,1.0,4.5,1803,1.546 acres,1986,TRUE,"$835,000","$816,144",136,,10.0,,12/28/2021
LST-80560,4257 Cedar St.,Charlotte NC,81020,Multi Family,4.0,5.0,"3,664 sq ft",2.323 acres,1957,,"$1,165,000","$1,248,627",233,,4.0,1,03/16/2020
LST-81117,7418 Oak Dr,raleigh,39538,townhouse,6.0,4.5,,0.856,1944,Yes,,"$1,148,204",276,109.0,7.0,No,2021-02-15
LST-81782,3235 Oak Rd,nashville,11546,,4.0,4.5,"3,151 sq ft",,1983,,$684.0k,"$704,475",192,515.27,7.0,Y,2022-06-13
LST-80911,4045 Cedar Ave,Phoenix AZ,31007,Condominium,6.0,3.0,4324 sqft,"3,005 sq ft",1946,FALSE,,"$1,110,513",171,336.59,10.0,Y,
LST-80341,2580 Maple Ave,raleigh,60800,condo,5.0,2.5,"1,348 sq ft",,2000,True,$383K,"$419,892",238,452.72,2.0,N,2022-10-31
LST-80629,5975 Pine Rd,Phoenix AZ,58329,Single Family,1.0,1.0,1158,1.789,1993,,1103000,"$1,170,982",20,204.97,6.0,,2020-08-17
LST-80147,4769 Cedar Blvd,Phoenix AZ,37771,multifamily,5.0,2.5,896 sq ft,,1966,,,"$395,592",45,10.35,4.0,,2022-08-14
LST-80360,3609 Elm Blvd,DENVER,52944,multifamily,4.0,3.0,3217 SF,,1968,2,$794.0k,"$760,172",232,321.49,5.0,,11/11/2022
LST-80083,4692 Pine Ln,San José,34123,Multi Family,3.0,3.5,1599,0.667,2002,,,"$979,983",278,,6.0,N,2022-03-20
LST-80048,8928 Elm Rd,raleigh,10994,,2.0,4.5,,"35,632 sq ft",1995,,,"$1,061,158",78,302.1,6.0,Y,06/24/2021
LST-80468,2005 Oak Blvd,Raleigh,54740,Town House,2.0,4.0,1979 SF,"25,874 sq ft",1966,N,"$218,000","$211,813",103,293.2,6.0,1,2023-04-26
LST-80155,5010 Pine St,Phoenix AZ,67046,Single Family,4.0,5.0,4985 SF,0.457 acres,1967,,771000,"$751,568",290,354.5,5.0,No,06/03/2023
LST-81334,7006 Elm St.,AUSTIN,93520,Single-Family,2.0,2.0,1821 sqft,"44,605 sq ft",1964,TRUE,$1184K,"$1,174,168",123,164.16,7.0,0,2020-11-28
LST-81288,6265 Maple Ave.,san jose,49385,Townhouse,1.0,4.0,,"55,059 sq ft",1967,,,"$786,082",99,,,1,11/08/2020
LST-81111,1501 Main St.,Charlotte NC,18566,Condominium,3.0,4.0,1038,1.142 acres,1998,True,$872.0k,"$850,608",123,,10.0,0,2021-04-12
LST-81504,119 Cedar Ave.,Raleigh,27511,,5.0,3.0,3576 sqft,,1966,N,,"$491,091",14,,,No,2022-08-09
LST-80500,2995 Maple Ave.,raleigh,88614,Multi Family,2.0,1.0,692 sq ft,"84,288 sq ft",2012,2,"$507,000","$555,213",169,550.95,2.0,N,2021-06-21
LST-80179,3869 Oak Ave,phoenix,53433,single family,3.0,2.0,"2,081 sq ft",,1993,yes,"$519,000",,189,44.96,2.0,N,09/22/2021
LST-81612,9306 Main Ln,austin,79078,,6.0,1.5,1592 sqft,"57,804 sq ft",1958,False,,"$297,393",155,464.31,1.0,Yes,11/30/2021
LST-80679,6309 Main St.,Charlotte,43357,Condo,5.0,3.5,3477 SF,0.329 acres,1947,Yes,$397.0k,"$390,538",132,,9.0,Yes,07/13/2020
LST-80879,5092 Pine Rd,Phoenix,53065,Townhouse,6.0,2.5,"1,278 sq ft",,1982,1,"$1,126,000","$1,252,975",186,,4.0,No,2021-06-26
LST-81615,2362 Maple Ave,AUSTIN,80488,townhouse,4.0,1.0,5060 SF,1.86,1951,True,608000,"$658,857",107,,10.0,,
LST-80528,8250 Oak St.,raleigh,67222,condo,3.0,1.5,,2.293 acres,1958,no,,,6,502.18,3.0,Y,2020-12-31
LST-80346,2373 Oak Ln,denver,46933,Single-Family,2.0,1.5,"1,512 sq ft",2.275,1960,TRUE,"$382,000","$364,534",68,499.58,6.0,0,07/08/2020
LST-81274,9928 Maple Dr,san jose,52336,Single-Family,5.0,2.5,951 sqft,"73,050 sq ft",1973,0,"$843,000","$905,143",67,246.32,4.0,Y,04/09/2022
LST-80056,2771 Cedar St,San José,15110,Single Family,2.0,1.5,2073,"101,451 sq ft",0,,$327K,"$332,143",282,410.29,9.0,1,2022-08-18
LST-81749,4944 Pine Ave,Charlotte NC,80756,Town House,4.0,5.0,4995 sqft,1.267 acres,1946,3,$297K,"$321,016",120,367.23,5.0,N,10/15/2021
LST-80964,3543 Oak St.,"Nashville, TN",30524,Condominium,3.0,1.0,3036 sqft,1.965 acres,2002,,"$988,000","$991,745",273,,7.0,0,2021-08-26
LST-81137,7956 Pine Rd,San Jose,24476,condo,5.0,3.0,"4,143 sq ft",,1971,0,$1196.0k,"$1,337,924",218,,2.0,No,2022-11-11
LST-80601,4329 Maple Dr,Denver,23232,single family,1.0,4.0,,0.664,1983,Y,$996.0k,"$987,335",258,221.75,1.0,1,08/08/2020
LST-80931,3949 Elm Rd,San José,2993,condo,2.0,2.5,"1,399 sq ft",0.714,2016,0,$769K,"$784,453",166,,5.0,No,2020-04-17
LST-80243,5260 Oak Blvd,AUSTIN,94020,Condo,4.0,4.0,"3,695 sq ft","97,356 sq ft",2008,2,$914.0k,"$954,985",127,606.18,3.0,N,04/13/2021
LST-80771,2087 Oak Dr,Austin,71149,Town House,6.0,3.5,"4,840 sq ft","36,633 sq ft",1977,3,,"$1,267,379",176,180.18,3.0,Y,03/13/2020
LST-80962,1835 Cedar Rd,austin,49592,Single Family,2.0,4.5,"5,156 sq ft",0.904 acres,1943,,"$510,000","$570,126",181,83.27,7.0,,01/14/2021
LST-81358,5634 Pine St,charlotte,31741,Multi Family,2.0,3.0,4927 SF,0.617 acres,1942,Y,$729.0k,"$803,825",254,,2.0,,04/07/2021
LST-80312,7834 Cedar Ave,SAN JOSE,94177,single family,2.0,3.5,,2.396,2011,,"$962,000","$1,016,422",59,646.15,4.0,No,09/25/2021
LST-80435,1313 Maple Ave.,san jose,45186,SFH,2.0,1.5,4481 sqft,"45,781 sq ft",1942,N,$334K,"$353,956",13,155.79,7.0,N,03/13/2022
LST-81744,5937 Cedar Ave.,DENVER,26996,Multi-Family,3.0,4.5,3280,"91,171 sq ft",1994,no,"$1,114,000","$1,204,143",58,,3.0,Y,2023-08-19
LST-80834,6607 Pine Dr,Raleigh,6393,Town House,5.0,4.0,3546 SF,,2001,True,$211K,,121,432.07,9.0,N,05/24/2020
LST-80308,4854 Elm Blvd,San José,83370,,4.0,5.0,"2,759 sq ft","15,071 sq ft",2020,,$594K,"$640,357",260,,6.0,No,04/14/2022
LST-80430,4527 Oak Blvd,austin,40781,Condo,3.0,1.0,"3,636 sq ft",0.562 acres,2000,Y,"$811,000","$878,692",298,71.46,7.0,Yes,2021-04-22
LST-80660,9923 Pine St.,Phoenix AZ,92038,CONDO,2.0,2.0,,2.281,2003,No,,"$1,049,240",238,,10.0,0,11/14/2020
LST-80370,9401 Main Dr,Charlotte,21544,Town House,4.0,3.5,"3,867 sq ft",1.448 acres,2023,,"$300,000","$299,696",149,200.56,1.0,No,01/07/2021
LST-80566,9675 Maple Ave.,Raleigh,20614,condo,2.0,4.5,"3,789 sq ft",2.463 acres,1977,FALSE,1153000,"$1,289,017",-10,,,1,2020-11-28
LST-80839,5990 Cedar St.,phoenix,80924,SFH,6.0,2.5,,,1998,,659000,"$668,065",43,518.89,4.0,1,05/27/2020
LST-80181,513 Main Dr,austin,92953,SFH,5.0,3.0,3771 sqft,,2014,2,"$293,000","$290,264",-27,291.49,10.0,Yes,05/17/2022
LST-81560,819 Oak St.,Charlotte NC,68997,Town House,4.0,3.0,,1.921,1985,True,530000,"$565,382",66,,6.0,,12/05/2020
LST-80621,8088 Pine Ave.,austin,29770,Town House,4.0,4.5,4592 SF,0.887 acres,1974,True,$920K,"$936,454",229,204.7,5.0,N,2020-05-31
LST-80893,9528 Elm Ave,Charlotte,46719,Single-Family,6.0,1.5,,1.09,1985,No,"$478,000","$470,279",139,,3.0,Y,11/02/2021
LST-81010,6861 Cedar St.,phoenix,59819,Multi Family,6.0,4.0,1450 sqft,"53,012 sq ft",2004,,$257K,"$251,398",58,445.56,,No,2022-05-06
LST-80818,2646 Oak Ave,Phoenix AZ,37761,Single-Family,2.0,3.0,"5,051 sq ft",0.317 acres,2007,True,"$240,000",,284,75.93,3.0,No,02/19/2023
LST-81693,7453 Pine Dr,denver,25977,Townhouse,2.0,2.5,"1,016 sq ft",,1993,0,"$843,000","$805,968",65,503.33,4.0,1,2022-11-22
LST-80296,6531 Cedar Ave.,charlotte,88449,Single-Family,2.0,2.0,3059,1.793 acres,1952,,"$348,000","$370,158",32,,5.0,No,01/10/2020
LST-81709,4522 Main Blvd,Phoenix,62248,Condo,1.0,4.0,2655,,1961,,$1151.0k,"$1,191,269",32,145.74,9.0,,2022-01-19
LST-80461,9212 Cedar St,SAN JOSE,60378,condo,1.0,2.5,,"73,224 sq ft",1986,False,651000,"$713,282",121,,6.0,N,2020-09-07
LST-81309,6330 Cedar St,Charlotte,47662,Condominium,6.0,4.0,3454 sqft,1.886 acres,2020,,$727K,"$781,239",113,39.47,9.0,No,03/28/2020
LST-81050,3336 Elm Ave.,denver,12456,Condominium,1.0,2.0,"3,144 sq ft",,1965,TRUE,725000,"$695,368",7,32.32,7.0,No,2021-02-20
LST-80377,5680 Elm Ave.,AUSTIN,95118,multifamily,4.0,3.0,798 sq ft,0.783,1976,,,,216,370.06,2.0,No,2021-03-31
LST-81608,9409 Cedar Ave,Nashville,21730,townhouse,2.0,3.5,2907 sqft,,1960,FALSE,$1220K,,22,,1.0,Yes,10/07/2020
LST-80105,5075 Pine Rd,Phoenix,84006,condo,1.0,3.5,1055 sqft,0.448 acres,1971,yes,,"$921,406",228,,7.0,Y,2022-10-06
LST-80126,5526 Maple St,San José,85002,Multi Family,2.0,1.0,"4,729 sq ft",,1965,,"$827,000","$883,298",188,,9.0,Yes,2021-09-07
LST-81096,6648 Pine Ln,Phoenix AZ,68375,Condo,6.0,4.0,"4,546 sq ft",0.68,1952,False,1122000,"$1,251,342",93,479.24,2.0,Y,2020-09-21
LST-80792,9897 Elm Dr,Austin,20239,SFH,2.0,1.0,1372,1.879 acres,1991,yes,1098000,"$1,075,240",291,299.05,5.0,No,
LST-80355,9541 Cedar Ave.,Nashville,37062,Condo,4.0,3.0,1188 sqft,,1943,yes,"$1,185,000","$1,205,774",190,558.86,,1,11/21/2022
LST-81492,1182 Maple Blvd,Phoenix AZ,41522,multifamily,6.0,2.5,2537 SF,0.397 acres,2013,3,"$781,000",,-7,,6.0,0,
LST-80682,9417 Cedar Ave.,phoenix,73085,,6.0,1.5,4837 sqft,0.913 acres,1961,no,"$602,000",,183,,,No,03/24/2021
LST-81342,4426 Oak Rd,Charlotte NC,57973,TOWNHOUSE,1.0,5.0,"3,716 sq ft",0.181 acres,1986,N,"$467,000","$480,869",-10,190.46,7.0,,
LST-81722,1634 Oak Dr,Nashville,75206,single family,2.0,5.0,953 SF,,2009,,663000,"$680,577",17,,4.0,No,2023-03-09
LST-80209,3473 Elm Ave.,Nashville,58669,condo,3.0,3.0,"3,323 sq ft","86,902 sq ft",1998,2,"$389,000","$412,722",-22,,1.0,0,2021-09-16
LST-80765,3404 Pine Rd,SAN JOSE,62156,condo,5.0,2.5,"5,042 sq ft",,1983,,,"$437,047",157,172.32,9.0,Yes,2022-11-12
LST-80140,6869 Cedar Dr,raleigh,57401,,6.0,2.5,"4,524 sq ft","25,700 sq ft",2019,Yes,1084000,"$1,096,065",69,577.34,9.0,0,10/30/2022
LST-81547,1219 Maple St.,Phoenix AZ,24510,Townhouse,5.0,5.0,"4,194 sq ft",2.348 acres,1963,0,835000,"$906,174",23,190.51,,Y,02/21/2023
LST-81229,4914 Main St.,Phoenix,14903,Condo,6.0,4.0,4233 sqft,"10,890 sq ft",1959,no,$743K,"$776,441",86,362.47,4.0,Yes,2021-03-04
LST-80952,4085 Maple Rd,Denver,51169,Multi Family,5.0,3.0,,"30,840 sq ft",2015,True,989000,"$995,258",31,,1.0,,2022-07-27
LST-81453,5118 Main Blvd,San José,81900,Town House,1.0,3.0,2582 sqft,"77,667 sq ft",2045,N,$249K,"$251,708",228,459.87,9.0,N,08/13/2022
LST-81004,9113 Elm Dr,San Jose,35033,single family,1.0,1.5,5031 sqft,"62,900 sq ft",1966,FALSE,740000,"$729,134",272,282.14,10.0,0,04/14/2020
LST-80772,6510 Cedar St.,nashville,59652,TOWNHOUSE,5.0,4.5,"2,948 sq ft","85,203 sq ft",1990,Yes,,"$653,177",131,583.47,,No,07/17/2022
LST-81165,7320 Oak Rd,Charlotte NC,14946,single family,2.0,3.5,4391 sqft,,1982,no,,"$547,404",295,192.9,3.0,N,04/08/2021
LST-80746,7432 Elm St.,DENVER,99324,multifamily,6.0,1.5,717 sqft,0.53 acres,1971,,$978.0k,"$1,010,945",113,,2.0,No,2022-07-17
LST-80741,5241 Maple Ave.,charlotte,54599,condo,4.0,4.0,,"62,987 sq ft",1994,yes,819000,"$900,242",233,56.24,6.0,Yes,12/10/2020
LST-80010,7797 Oak Blvd,charlotte,19332,multifamily,2.0,1.0,1949 sqft,,1995,TRUE,199000,"$191,783",66,189.12,9.0,Y,2021-10-29
LST-81565,8525 Maple Ave,Phoenix,11645,Multi-Family,5.0,2.0,1571 sqft,1.102 acres,1991,No,"$562,000","$548,815",173,,1.0,Yes,02/15/2023
LST-81302,6096 Elm Ave.,Raleigh,43463,SFH,4.0,1.0,2850 SF,1.354,1999,No,$1147K,"$1,260,613",92,200.98,4.0,No,2020-03-19
LST-80282,140 Elm Ave.,austin,61707,SFH,2.0,2.5,"2,949 sq ft",1.944 acres,1998,,"$283,000","$271,133",258,509.92,9.0,Yes,2023-03-27
LST-80291,376 Maple St.,nashville,26960,Single Family,6.0,2.5,2117,"106,852 sq ft",1964,False,$737K,"$766,887",114,,7.0,Y,2023-04-24
LST-80626,9576 Elm Rd,DENVER,98704,multifamily,6.0,2.5,,2.165 acres,2021,yes,$185K,"$185,384",285,,2.0,Yes,11/01/2021
LST-80932,3991 Main Ln,charlotte,4299,,2.0,1.5,4968 sqft,"32,887 sq ft",2022,Yes,$927.0k,"$930,867",188,,7.0,Yes,10/20/2022
LST-80743,9328 Main St.,raleigh,58974,single family,1.0,1.0,"1,506 sq ft",2.218,1998,No,,"$1,234,637",282,611.73,1.0,0,2020-08-08
LST-80129,3290 Oak Blvd,phoenix,83803,condo,1.0,2.5,"1,359 sq ft",1.688,1800,False,"$1,169,000","$1,242,395",159,,4.0,,2021-12-18
LST-81114,5752 Pine St,"Nashville, TN",97545,Multi-Family,4.0,1.5,2664 sqft,"43,429 sq ft",1989,N,871000,"$959,599",68,,1.0,Y,04/26/2022
LST-80323,7167 Maple Dr,San Jose,83057,Single Family,6.0,1.5,933 sq ft,,2013,3,$810K,"$899,421",86,265.38,8.0,1,
LST-80993,4275 Main St.,Raleigh,69263,,3.0,2.0,,"21,344 sq ft",1964,,$749.0k,"$766,360",30,,8.0,,12/06/2021
LST-80999,8423 Main Ave.,austin,78306,Condominium,3.0,4.5,774 SF,,1999,N,"$469,000","$510,324",69,261.43,4.0,0,09/20/2020
LST-81796,1551 Elm St.,austin,58969,condo,2.0,5.0,"2,733 sq ft",1.207 acres,2023,2,$551K,"$612,311",298,20.19,,1,2023-08-03
LST-81716,3681 Maple Blvd,nashville,98241,SFH,5.0,1.5,"2,791 sq ft",2.4,0,yes,"$236,000","$248,916",278,576.52,7.0,,2022-08-25
LST-81204,6547 Oak Dr,raleigh,55610,Single Family,2.0,4.0,"3,979 sq ft",0.59 acres,1980,no,$634K,"$682,415",117,273.53,,N,2020-04-03
LST-80754,8712 Pine Ln,Phoenix AZ,22854,Condo,1.0,1.5,"1,972 sq ft","31,973 sq ft",1940,3,232000,"$234,443",244,,2.0,No,
LST-80695,6193 Elm Blvd,San Jose,5520,Condo,4.0,5.0,"2,671 sq ft",,1995,3,"$1,104,000","$1,150,930",122,525.54,5.0,Y,2020-08-27
LST-80965,1888 Pine Dr,Austin,79444,single family,6.0,2.0,1568,,1966,True,1199000,"$1,295,572",277,476.38,9.0,N,01/31/2020
LST-81262,4909 Elm Blvd,phoenix,48352,Single-Family,1.0,1.5,4823 sqft,,1978,Y,"$671,000","$730,173",32,61.59,6.0,Yes,2022-08-27
LST-80158,6243 Cedar St.,Phoenix,73256,Condo,6.0,5.0,"4,198 sq ft",1.648 acres,2012,1,$838K,"$867,998",-42,572.78,5.0,,2020-01-19
LST-81280,1265 Cedar Ln,nashville,43626,Multi Family,5.0,2.0,4419 sqft,0.301,0,N,$810.0k,"$887,956",66,27.56,4.0,1,
LST-80634,2102 Elm Ave.,san jose,9840,,1.0,4.5,,1.774 acres,1952,,,"$1,071,976",126,,4.0,N,08/08/2021
LST-80516,2495 Maple Blvd,AUSTIN,74829,Single Family,4.0,5.0,4692 sqft,1.418 acres,1960,Y,$894.0k,"$981,220",91,468.37,2.0,Yes,05/10/2021
LST-81316,880 Main Ln,SAN JOSE,64132,Town House,4.0,2.5,"2,833 sq ft",0.688 acres,1956,N,$1007.0k,"$960,670",265,,6.0,0,11/11/2022
LST-80597,2616 Oak Ave.,Nashville,66412,,2.0,3.0,"5,179 sq ft",2.25,1967,,"$515,000","$512,998",43,,9.0,N,02/05/2020
LST-80195,7933 Pine Ave.,Denver,26241,single family,5.0,3.0,"4,014 sq ft",1.59 acres,2009,Y,$543.0k,"$521,011",66,25.9,2.0,Yes,01/28/2023
LST-81517,7629 Maple St.,phoenix,55491,condo,6.0,4.0,841 SF,"104,544 sq ft",1974,0,"$1,009,000","$1,018,470",26,,7.0,1,2023-04-11
LST-81364,4712 Maple Ln,denver,83310,condo,3.0,2.5,1348 sqft,0.056 acres,1996,No,$655.0k,"$662,956",182,,9.0,Y,05/18/2020
LST-80410,4310 Oak Rd,denver,18138,CONDO,1.0,1.5,,,1949,Y,,"$1,016,995",163,,3.0,No,05/30/2020
LST-80096,4025 Main Ave,San Jose,67574,townhouse,1.0,2.0,2180 sqft,2.11 acres,1958,Y,"$1,109,000","$1,236,877",90,374.24,3.0,N,11/14/2021
LST-81339,9078 Cedar Ave,SAN JOSE,54633,Condominium,4.0,1.0,2474,"4,051 sq ft",1982,Yes,,"$749,139",75,52.03,2.0,,04/08/2020
LST-81160,3198 Oak Ave,Raleigh,39878,Condominium,4.0,4.0,912 sq ft,"57,542 sq ft",1985,False,"$207,000","$227,476",131,583.32,4.0,1,08/31/2021
LST-80156,2395 Pine St,nashville,79796,townhouse,4.0,3.0,2105 sqft,0.318 acres,2003,,1099000,"$1,076,062",40,174.85,7.0,1,10/03/2021
LST-80419,385 Elm Ln,DENVER,12553,Multi-Family,5.0,3.5,3623 SF,0.168 acres,1989,,461000,"$492,324",228,,6.0,Yes,01/14/2020
LST-80936,9927 Cedar Ln,"Nashville, TN",98615,Single-Family,4.0,4.5,"1,366 sq ft",0.374 acres,2005,TRUE,499000,"$515,828",62,400.88,4.0,1,
LST-80477,3798 Cedar Dr,Nashville,18149,Single Family,2.0,2.5,1587 SF,,2009,2,,"$1,296,330",4,573.83,5.0,,2020-01-21
LST-81769,901 Oak Rd,San José,16755,Multi-Family,3.0,3.0,969 SF,"104,369 sq ft",2002,Y,1156000,"$1,117,783",31,344.76,5.0,N,06/07/2022
LST-80668,8571 Main Ave,San José,6645,condo,3.0,3.5,2514,0.208,1984,,$761.0k,"$754,505",265,,9.0,1,2023-03-11
LST-80915,6434 Cedar Ave,san jose,7664,TOWNHOUSE,3.0,4.0,"4,436 sq ft",1.353 acres,1940,,872000,"$879,418",44,644.18,5.0,No,2020-03-26
