campaign_id,campaign_name,channel,objective,start_date,end_date,budget_usd,actual_spend_usd,impressions,clicks,conversions,ctr,revenue_generated,roi_pct,target_audience
CMP-5121,Campaign_121,instagram,,2021-04-27,2021-05-27,$45348,$45348,3542619,300596,27877,8.49%,9276797.92,20356.94,ALL
CMP-5614,,Organic,CONVERSIONS,16-Mar-2023,05/20/2023,"$26,869.77","$26,869.77",101379,5578,1272,5.5%,285508.98,962.57,55+
CMP-5020,Campaign_20,GOOGLE,traffic,2021-02-27,17-May-2021,"30,237.54","30,237.54",3781780,416383,78623,11.01%,3005616.5,9840.02,"18-24,25-34"
CMP-5700,Campaign_700,Google Ads,conversions,2021-07-24,2021-09-21,$37622,$37622,1781793,192463,16841,,2266901.57,5925.48,ALL
CMP-5071,,GOOGLE,Traffic,2021-03-14,06/07/2021,"34,788.92","34,788.92",4700999,282214,50635,,5120879.6,14619.86,35-44
CMP-5106,Campaign_106,TikTok,Brand Awareness,31-May-2023,2023-07-20,13551.56,13551.56,2004225,173557,37396,8.66%,2156699.03,15814.77,35-44
CMP-5270,,Meta,Traffic,11/11/2022,2022-11-18,"48,123.90","48,123.90",4282559,504567,85290,0.1178,25415576.72,52712.8,"18-24,25-34"
CMP-5860,Campaign_860,email,Conversions,2022-12-19,18-Oct-2022,"$35,407.90","$35,407.90",1900310,31677,3287,1.67%,89103.27,151.65,All
CMP-5435,Campaign_435,tiktok,conversions,2022-09-29,2022-12-25,"$9,369.41","$9,369.41",776728,66752,16128,0.0859,3296606.22,35084.78,45-54
CMP-5102,Campaign_102,google,traffic,10/09/2021,10/31/2021,"10,154.14","10,154.14",4533455,103504,24207,,2581898.05,25327.05,All
