post_id,platform,post_date,post_type,content_category,likes,comments,shares,impressions,reach,engagement_rate,follower_count,hashtag_count,sentiment,link_clicks,video_views
POST-80906,Twitter,2023-03-27,Carousel,Promotional,28904,1008,537,809312,585249,3.76,3991228,25,Positive,554,0
POST-80907,YouTube,2023-12-10,Live,Tutorial,28333,1143,156,651659,474132,4.55,4870687,27,Positive,568,274093
POST-80908,LinkedIn,2023-07-19,Story,Promotional,26657,1565,1118,213256,118607,13.76,1732591,3,Neutral,403,0
POST-80909,Instagram,2024-06-08,Reel,Entertainment,16584,1225,132,480936,437311,3.73,3432698,29,Negative,296,133616
POST-80910,Twitter,2023-10-03,Reel,User Generated,28234,2134,162,818786,599784,3.73,4767269,23,Neutral,287,0
POST-80911,Facebook,2023-10-28,Video,Behind the Scenes,14497,183,68,188461,142729,7.83,2099744,19,Positive,110,0
POST-80912,Facebook,2024-02-11,Video,Tutorial,12807,960,143,358596,246799,3.88,2418400,23,Negative,109,0
POST-80913,Facebook,2024-05-02,Carousel,Tutorial,3373,46,24,77579,63809,4.44,2270819,16,Neutral,17,0
POST-80914,Instagram,2023-09-14,Reel,Product Launch,11313,802,392,328077,304612,3.81,621167,3,Positive,59,321817
POST-80915,TikTok,2024-05-30,Image,Tutorial,41109,2631,967,781071,526558,5.72,4435884,9,Positive,111,233052
POST-80916,TikTok,2023-07-05,Image,User Generated,44346,900,594,1108650,732068,4.13,2113401,27,Positive,673,126160
POST-80917,Twitter,2023-11-28,Story,Promotional,28699,1636,477,516582,332953,5.96,2596953,8,Neutral,552,0
POST-80918,Facebook,2025-01-18,Carousel,News,14596,136,528,72980,63948,20.91,2103706,25,Positive,260,0
POST-80919,TikTok,2023-12-14,Story,Entertainment,18638,1753,219,298208,180826,6.91,2348218,4,Neutral,157,305696
POST-80920,YouTube,2023-08-19,Live,Tutorial,36826,1295,1318,515564,432332,7.65,320736,5,Positive,361,13417
POST-80921,TikTok,2023-09-24,Image,Product Launch,24560,2087,1137,319280,256327,8.7,4812463,19,Positive,63,81546
POST-80922,YouTube,2023-08-01,Text,Educational,10366,190,290,196954,124319,5.51,1308978,28,Positive,76,351332
POST-80923,Facebook,2024-03-17,Story,Educational,30166,2225,993,723984,548722,4.61,2078162,1,Positive,360,0
POST-80924,Facebook,2025-07-23,Image,News,9752,332,297,165784,126082,6.26,351347,10,Negative,144,0
POST-80925,YouTube,2025-10-19,Carousel,User Generated,8077,796,284,201925,190065,4.53,4722435,1,Positive,109,318959
POST-80926,YouTube,2024-07-28,Reel,Entertainment,39851,671,248,557914,520758,7.31,4309610,5,Neutral,293,173875
POST-80927,TikTok,2023-11-16,Story,Educational,16136,1458,681,403400,359494,4.53,4352023,5,Positive,91,448737
POST-80928,Facebook,2024-12-10,Story,Promotional,18860,1542,868,358340,274680,5.94,3039204,28,Neutral,15,0
POST-80929,Facebook,2023-08-14,Video,Entertainment,25151,2434,368,301812,215368,9.26,3362532,21,Positive,308,0
POST-80930,LinkedIn,2023-05-16,Carousel,Educational,26446,1271,1285,343798,235792,8.44,1267274,23,Positive,184,0
POST-80931,YouTube,2023-10-23,Carousel,News,14097,575,11,197358,116976,7.44,1213551,24,Positive,81,44088
POST-80932,YouTube,2023-01-09,Live,Educational,5178,209,84,25890,16426,21.13,791524,30,Negative,74,411207
POST-80933,LinkedIn,2023-05-16,Text,Promotional,27793,1580,1037,722618,464750,4.21,400317,4,Positive,456,0
POST-80934,LinkedIn,2025-12-06,Carousel,Tutorial,20986,1417,52,251832,131174,8.92,1957057,30,Neutral,13,0
POST-80935,Facebook,2025-06-13,Text,Promotional,42089,2307,1584,1220581,750059,3.77,776338,13,Negative,21,0
POST-80936,LinkedIn,2024-08-01,Video,Product Launch,28349,2685,1410,737074,477614,4.4,4236655,4,Positive,321,0
POST-80937,TikTok,2023-01-25,Video,Product Launch,36373,1125,619,181865,168217,20.96,2625675,24,Neutral,297,104602
POST-80938,YouTube,2025-10-14,Live,Product Launch,47182,1093,2333,1273914,1008467,3.97,233632,6,Positive,879,317208
POST-80939,Facebook,2023-11-16,Live,News,4804,247,217,124904,80168,4.22,3965989,15,Positive,79,0
POST-80940,LinkedIn,2024-05-21,Live,Promotional,18785,1275,211,544765,371595,3.72,311928,6,Positive,282,0
POST-80941,Instagram,2024-01-24,Image,Educational,8061,318,73,233769,121363,3.62,3995778,30,Positive,114,6013
POST-80942,YouTube,2023-11-07,Image,Product Launch,21124,610,565,506976,275402,4.4,2243470,18,Negative,358,424542
POST-80943,YouTube,2023-08-22,Text,News,23016,518,458,184128,98901,13.03,835630,22,Positive,236,401540
POST-80944,YouTube,2023-01-02,Video,User Generated,4488,320,76,98736,79924,4.95,1747124,29,Positive,45,50310
POST-80945,LinkedIn,2023-10-08,Text,Entertainment,1997,177,67,43934,40504,5.1,816184,28,Neutral,10,0
POST-80946,LinkedIn,2025-12-06,Image,Entertainment,47761,2287,1291,429849,246831,11.94,3507936,17,Positive,252,0
POST-80947,Twitter,2025-05-11,Image,Educational,5386,342,168,59246,53244,9.95,3117195,15,Neutral,108,0
POST-80948,Instagram,2025-06-11,Reel,Tutorial,48019,667,1520,288114,186026,17.43,897501,8,Neutral,866,259067
POST-80949,LinkedIn,2024-02-06,Carousel,Product Launch,39222,2590,1856,1137438,674444,3.84,670703,6,Negative,149,0
POST-80950,LinkedIn,2023-01-11,Image,Tutorial,10104,8,319,151560,85968,6.88,134826,7,Positive,105,0
POST-80951,Instagram,2024-12-03,Reel,Promotional,49533,679,2028,1287858,699368,4.06,2221955,1,Neutral,160,138421
POST-80952,LinkedIn,2024-07-11,Carousel,Behind the Scenes,33863,2670,665,541808,346999,6.87,1110806,7,Negative,466,0
POST-80953,LinkedIn,2024-08-02,Image,Promotional,540,4,10,12420,7323,4.46,103143,29,Positive,10,0
POST-80954,TikTok,2024-12-19,Story,Behind the Scenes,16711,1258,579,467908,321402,3.96,1766065,29,Neutral,266,214815
POST-80955,Instagram,2024-05-24,Image,Entertainment,9329,802,158,130606,101768,7.88,3317128,12,Positive,105,328043
POST-80956,Facebook,2024-01-26,Live,Product Launch,7221,264,365,115536,102053,6.79,4175715,5,Negative,126,0
POST-80957,LinkedIn,2023-03-10,Image,News,42465,2262,1744,382185,265663,12.16,141510,21,Negative,518,0
POST-80958,Twitter,2023-06-10,Video,Behind the Scenes,39703,1867,506,754357,503886,5.58,2161966,16,Positive,92,0
POST-80959,TikTok,2023-01-01,Carousel,User Generated,32537,1002,284,618203,441217,5.47,3029640,26,Positive,142,150741
POST-80960,Facebook,2024-07-27,Text,Educational,36289,1977,856,943514,698883,4.15,4011396,28,Negative,279,0
POST-80961,Facebook,2024-01-26,Story,Tutorial,35584,2789,877,569344,404164,6.89,2210126,10,Positive,317,0
POST-80962,YouTube,2024-03-10,Carousel,Entertainment,134,15,3,938,506,16.2,1489805,11,Positive,5,193926
POST-80963,YouTube,2025-12-04,Video,News,19526,1222,166,97630,90620,21.42,3729256,9,Neutral,225,211533
POST-80964,Twitter,2023-11-09,Image,Product Launch,34582,2630,1731,899132,452342,4.33,3062082,30,Neutral,480,0
POST-80965,LinkedIn,2023-01-14,Carousel,Product Launch,41113,3295,950,945599,612595,4.8,1816591,5,Positive,244,0
POST-80966,Facebook,2025-01-21,Live,Educational,4420,52,80,61880,47477,7.36,2088419,8,Neutral,35,0
POST-80967,Facebook,2023-11-14,Carousel,News,15657,281,579,407082,230265,4.06,3562305,20,Positive,241,0
POST-80968,TikTok,2025-06-12,Story,Promotional,26358,627,1170,553518,330820,5.09,2590863,5,Neutral,230,456319
POST-80969,Twitter,2025-06-26,Video,Behind the Scenes,7895,666,45,197375,138017,4.36,3812286,29,Positive,92,0
POST-80970,YouTube,2024-10-08,Story,Entertainment,16823,851,116,420575,247357,4.23,3046106,8,Positive,186,148028
POST-80971,YouTube,2025-01-17,Carousel,Tutorial,5467,147,139,27335,25143,21.05,1320598,1,Positive,10,318760
POST-80972,Facebook,2025-04-29,Text,News,47110,4460,152,1036420,714009,4.99,923635,3,Positive,921,0
POST-80973,LinkedIn,2024-03-28,Carousel,News,9245,594,467,166410,102493,6.19,2193656,9,Neutral,79,0
POST-80974,LinkedIn,2024-04-30,Video,Educational,49738,537,1241,795808,447514,6.47,3736047,8,Neutral,952,0
POST-80975,YouTube,2023-09-30,Text,Educational,3538,342,172,84912,73712,4.77,3028636,0,Neutral,64,60440
POST-80976,TikTok,2024-08-13,Reel,User Generated,18002,840,462,450050,398419,4.29,1941434,6,Neutral,46,341830
POST-80977,Twitter,2024-06-29,Image,Entertainment,49421,82,1691,1482630,1090550,3.45,3389238,25,Positive,836,0
POST-80978,LinkedIn,2024-05-31,Reel,Promotional,49896,1873,981,598752,321687,8.81,2738757,22,Neutral,420,0
POST-80979,Facebook,2024-05-04,Live,Product Launch,26699,2607,385,587378,534158,5.05,89854,15,Positive,197,0
POST-80980,Twitter,2024-01-04,Story,Product Launch,14968,858,438,104776,56727,15.52,3351078,17,Neutral,302,0
POST-80981,YouTube,2025-10-09,Reel,Behind the Scenes,5512,191,202,148824,99797,3.97,4617975,27,Neutral,27,19038
POST-80982,Twitter,2024-10-20,Image,News,18216,178,733,218592,175922,8.75,1470657,9,Positive,212,0
POST-80983,LinkedIn,2024-10-06,Live,Promotional,14914,375,610,402678,364233,3.95,4346777,26,Neutral,115,0
POST-80984,TikTok,2024-11-24,Image,Tutorial,33807,888,177,1014210,733511,3.44,1291891,14,Negative,492,340168
POST-80985,Twitter,2023-12-30,Video,Product Launch,29880,1046,930,776880,588998,4.1,925308,9,Negative,400,0
POST-80986,YouTube,2023-05-16,Story,Behind the Scenes,39523,3542,960,276661,158328,15.91,4742720,3,Neutral,552,65978
POST-80987,Facebook,2024-12-09,Story,Product Launch,24768,1376,880,569664,388413,4.74,2167899,6,Positive,168,0
POST-80988,Facebook,2024-03-22,Text,Product Launch,24537,2069,1044,245370,201627,11.27,272413,15,Negative,112,0
POST-80989,YouTube,2024-12-23,Image,User Generated,8349,83,173,217074,149471,3.96,4807402,18,Neutral,161,54991
POST-80990,YouTube,2023-03-25,Story,Product Launch,19450,810,666,175050,88583,11.95,3939882,5,Neutral,238,371902
POST-80991,LinkedIn,2024-11-19,Story,Educational,42911,1825,1592,300377,162779,15.42,4539276,9,Negative,855,0
POST-80992,TikTok,2024-07-01,Video,Promotional,17528,226,158,245392,167202,7.3,1064508,26,Neutral,305,323829
POST-80993,Twitter,2023-03-18,Live,Tutorial,28421,395,984,767367,453232,3.88,1028476,20,Neutral,340,0
POST-80994,YouTube,2024-01-08,Text,Behind the Scenes,39019,40,399,429209,328933,9.19,804345,11,Neutral,367,390392
POST-80995,YouTube,2023-12-21,Image,Product Launch,9846,557,72,255996,191776,4.09,1631864,29,Positive,149,210118
POST-80996,TikTok,2023-02-07,Text,Behind the Scenes,44051,1927,843,881020,458835,5.31,676658,2,Positive,454,179757
POST-80997,YouTube,2024-08-17,Story,Behind the Scenes,5390,154,13,145530,129742,3.82,4338899,25,Neutral,92,328715
POST-80998,Twitter,2023-08-08,Text,User Generated,26633,1232,538,585926,365760,4.85,459227,10,Positive,127,0
POST-80999,Twitter,2025-10-01,Reel,Product Launch,1996,99,0,27944,17249,7.5,1126115,18,Positive,21,0
POST-81000,Instagram,2024-06-05,Reel,User Generated,44981,3475,2115,449810,354372,11.24,772800,28,Positive,752,233887
POST-81001,Facebook,2023-07-30,Reel,User Generated,47602,402,2299,809234,712847,6.22,3987284,18,Positive,957,0
POST-81002,Instagram,2023-09-23,Image,Entertainment,35143,842,644,210858,124913,17.37,3756750,21,Neutral,27,260717
POST-81003,Instagram,2025-11-05,Video,News,27811,1826,332,834330,562487,3.59,989312,2,Neutral,328,15048
POST-81004,Twitter,2025-05-09,Carousel,Tutorial,5380,400,44,145260,109012,4.01,370470,21,Neutral,83,0
POST-81005,TikTok,2024-07-14,Story,Educational,21266,175,367,467852,265828,4.66,4937995,8,Positive,208,244596
POST-81006,TikTok,2025-07-25,Text,Promotional,48381,28,1669,1112763,953118,4.5,4352584,8,Negative,480,142720
POST-81007,YouTube,2025-02-25,Text,Product Launch,25297,267,363,505940,476207,5.12,3953317,19,Neutral,335,65469
POST-81008,Instagram,2025-12-16,Story,Educational,18515,1450,837,425845,385665,4.88,4851176,12,Positive,144,205591
POST-81009,Instagram,2024-01-12,Carousel,News,32927,2520,1184,329270,280231,11.12,970628,16,Positive,539,440996
POST-81010,Facebook,2024-03-08,Story,Tutorial,20199,423,529,100995,75475,20.94,1788017,17,Neutral,338,0
POST-81011,Instagram,2023-05-22,Live,News,2128,22,10,29792,18599,7.25,2700849,9,Neutral,45,359570
POST-81012,YouTube,2025-07-30,Image,Tutorial,28540,1702,654,513720,465763,6.01,4405691,13,Positive,343,178969
POST-81013,Twitter,2025-04-25,Image,Behind the Scenes,9448,403,407,179512,120279,5.71,1445789,8,Positive,146,0
POST-81014,Instagram,2024-09-01,Image,Entertainment,45914,91,585,1193764,618522,3.9,1628874,30,Positive,196,197132
POST-81015,TikTok,2023-02-18,Live,Tutorial,45969,3184,891,1057287,595644,4.73,2973457,28,Neutral,50,239916
POST-81016,Instagram,2024-05-24,Text,Educational,20443,1684,102,592847,501761,3.75,1421744,4,Positive,194,185333
POST-81017,Twitter,2024-10-16,Reel,Product Launch,26601,334,584,718227,537017,3.83,2054251,27,Positive,308,0
POST-81018,YouTube,2025-04-03,Text,User Generated,26767,775,1341,481806,441987,5.99,4895807,17,Positive,372,469166
POST-81019,Facebook,2023-05-17,Image,Educational,26262,2600,866,551502,278507,5.39,415110,13,Neutral,98,0
POST-81020,Instagram,2025-04-06,Text,Promotional,21722,1162,1017,108610,66077,22.01,1703760,0,Negative,375,205815
POST-81021,Instagram,2023-06-18,Live,Promotional,39043,2410,709,351387,201584,12.0,1838488,24,Neutral,168,50516
POST-81022,Twitter,2025-10-18,Carousel,Behind the Scenes,12691,1138,226,380730,230705,3.69,1762919,12,Positive,42,0
POST-81023,LinkedIn,2025-07-27,Live,User Generated,25828,315,982,413248,273460,6.56,2567937,25,Neutral,335,0
POST-81024,Twitter,2025-09-23,Video,User Generated,17951,1495,148,412873,298770,4.75,4495024,17,Neutral,108,0
POST-81025,LinkedIn,2024-01-25,Live,Behind the Scenes,9098,790,244,245646,188800,4.12,582946,3,Positive,173,0
POST-81026,YouTube,2023-01-20,Reel,Entertainment,23841,412,1038,333774,246798,7.58,4193783,12,Positive,311,378720
POST-81027,Instagram,2023-09-22,Reel,Promotional,22932,1377,918,642096,469781,3.93,4414542,18,Positive,335,307698
POST-81028,Twitter,2023-07-26,Carousel,News,31593,729,1479,758232,581875,4.46,3036068,22,Positive,619,0
POST-81029,Instagram,2023-08-03,Video,Behind the Scenes,6109,506,217,134398,68626,5.08,3484731,7,Positive,20,327195
POST-81030,TikTok,2023-11-13,Video,Promotional,39699,1148,1030,277893,187256,15.07,2334724,12,Positive,170,329594
POST-81031,Twitter,2025-06-03,Video,News,11295,159,350,101655,61537,11.61,4876155,22,Neutral,16,0
POST-81032,YouTube,2024-08-03,Reel,User Generated,17891,167,257,125237,115686,14.62,2553687,7,Positive,155,276296
POST-81033,LinkedIn,2024-12-22,Carousel,Product Launch,2160,138,43,10800,7250,21.68,1749368,3,Positive,24,0
POST-81034,LinkedIn,2023-11-18,Image,Entertainment,35779,1325,107,1073370,874965,3.47,1040727,8,Positive,683,0
POST-81035,Twitter,2024-01-18,Image,Promotional,18212,72,488,491724,360023,3.82,3101621,6,Neutral,272,0
POST-81036,Instagram,2025-01-07,Image,Behind the Scenes,3226,113,49,80650,60022,4.2,1588354,30,Positive,14,393367
POST-81037,TikTok,2023-02-05,Text,Educational,39562,2784,1721,1107736,983964,3.98,2519996,27,Negative,58,368145
POST-81038,Twitter,2023-08-30,Video,Promotional,27239,1702,641,217912,163342,13.58,4685313,18,Positive,144,0
POST-81039,TikTok,2024-10-13,Story,User Generated,42601,1149,266,937222,709358,4.7,1606483,25,Neutral,288,148723
POST-81040,YouTube,2025-05-14,Text,User Generated,20420,1945,169,245040,227422,9.2,1940289,5,Positive,190,230153
POST-81041,YouTube,2023-04-22,Story,Tutorial,22505,1198,940,450100,250561,5.48,841842,29,Positive,355,396157
POST-81042,YouTube,2025-05-15,Story,Product Launch,43883,875,2105,1316490,743979,3.56,4984580,27,Neutral,870,170571
POST-81043,YouTube,2025-03-20,Reel,Behind the Scenes,26985,1276,714,431760,301679,6.71,3220164,19,Positive,307,371783
POST-81044,Facebook,2023-01-15,Image,Tutorial,5889,405,147,53001,49700,12.15,4990902,5,Positive,17,0
POST-81045,YouTube,2025-05-20,Live,Promotional,21378,491,182,342048,184851,6.45,1978503,29,Positive,106,411107
POST-81046,TikTok,2025-10-18,Story,Behind the Scenes,5076,242,188,126900,69184,4.34,1594474,4,Positive,94,3916
POST-81047,TikTok,2025-01-19,Story,Product Launch,16462,885,321,279854,211494,6.31,4935301,10,Neutral,134,378763
POST-81048,LinkedIn,2023-06-18,Image,Entertainment,43337,4158,739,216685,179125,22.26,4841290,17,Neutral,223,0
POST-81049,Facebook,2023-02-12,Live,User Generated,4512,56,125,130848,111079,3.59,2877704,10,Positive,41,0
POST-81050,YouTube,2024-03-02,Image,User Generated,38591,345,433,694638,538748,5.67,734976,11,Neutral,364,109748
POST-81051,YouTube,2024-06-20,Carousel,User Generated,24592,1438,826,713168,588502,3.77,4967245,21,Negative,319,179829
POST-81052,YouTube,2023-02-10,Carousel,User Generated,29114,1777,1422,465824,373998,6.94,688162,25,Neutral,187,109230
POST-81053,LinkedIn,2023-08-14,Text,Behind the Scenes,14656,157,569,117248,90752,13.12,3586176,23,Positive,229,0
POST-81054,LinkedIn,2023-07-03,Video,Product Launch,371,27,22,7791,6452,5.39,4754067,11,Negative,4,0
POST-81055,LinkedIn,2023-10-20,Video,Educational,26979,2286,1303,377706,353178,8.09,494335,21,Positive,50,0
POST-81056,TikTok,2023-11-01,Carousel,Behind the Scenes,26799,15,999,348387,220797,7.98,182572,24,Negative,369,64272
POST-81057,YouTube,2024-03-31,Video,Behind the Scenes,1517,84,27,22755,11841,7.15,3056630,25,Positive,0,459041
POST-81058,YouTube,2024-05-13,Reel,User Generated,2028,21,28,20280,14744,10.24,4256507,13,Positive,41,403850
POST-81059,TikTok,2024-02-27,Carousel,Tutorial,11009,844,476,143117,104840,8.61,3135233,30,Negative,157,257245
POST-81060,YouTube,2023-04-19,Live,User Generated,21381,1423,626,149667,137176,15.65,3390340,25,Neutral,352,49636
POST-81061,LinkedIn,2024-09-08,Text,Product Launch,27698,1158,1006,276980,146347,10.78,2410403,9,Neutral,412,0
POST-81062,LinkedIn,2024-03-10,Video,Promotional,40736,1395,920,325888,302480,13.21,3308620,10,Neutral,513,0
POST-81063,TikTok,2025-01-13,Carousel,Entertainment,45702,750,867,639828,324722,7.4,918433,26,Positive,539,347669
POST-81064,YouTube,2023-12-06,Text,Entertainment,19639,1646,953,451697,416246,4.92,2369406,9,Neutral,324,447439
POST-81065,Instagram,2025-08-10,Reel,Promotional,45468,2778,965,409212,317416,12.03,2160331,1,Neutral,365,292197
POST-81066,Twitter,2023-01-20,Story,Product Launch,14217,588,57,426510,325392,3.48,531626,23,Positive,65,0
POST-81067,YouTube,2025-05-02,Carousel,Promotional,24762,531,302,742860,432412,3.45,2515952,30,Neutral,184,383352
POST-81068,Instagram,2024-09-23,Live,Behind the Scenes,6742,668,192,182034,144016,4.18,4216218,26,Positive,65,192868
POST-81069,Instagram,2025-11-18,Live,Tutorial,38675,1980,302,696150,370449,5.88,3468581,11,Positive,476,471101
POST-81070,Facebook,2023-07-30,Text,Product Launch,14077,441,286,126693,119202,11.68,4454851,3,Positive,140,0
POST-81071,TikTok,2023-01-29,Carousel,User Generated,27949,220,598,838470,540685,3.43,2852551,30,Neutral,523,454708
POST-81072,Instagram,2024-04-08,Reel,Product Launch,10297,1026,402,247128,158745,4.74,701111,18,Negative,206,360358
POST-81073,TikTok,2025-07-04,Reel,User Generated,44005,536,392,792090,596150,5.67,4127127,13,Neutral,805,472127
POST-81074,Instagram,2023-08-13,Reel,User Generated,23352,1616,700,373632,300260,6.87,2751329,28,Positive,372,242063
POST-81075,Twitter,2023-12-03,Image,Tutorial,25552,562,523,766560,440046,3.47,1886132,22,Positive,360,0
POST-81076,Instagram,2023-08-30,Image,Tutorial,24040,1284,246,384640,238796,6.65,2620926,23,Positive,76,33348
POST-81077,Facebook,2024-07-30,Image,News,49936,4268,2151,798976,452757,7.05,4211349,22,Negative,293,0
POST-81078,Facebook,2025-02-28,Video,User Generated,35941,21,151,718820,431588,5.02,1892548,5,Positive,535,0
POST-81079,TikTok,2025-05-23,Story,Promotional,2392,231,3,55016,37758,4.77,3596221,16,Negative,52,126074
POST-81080,Facebook,2023-11-08,Reel,Educational,21568,238,435,323520,225793,6.87,631098,30,Positive,353,0
