respondent_id,department,job_level,tenure_years,engagement_score,satisfaction_score,manager_score,worklife_balance,growth_opportunity,recognition,compensation_fairness,team_collaboration,overall_recommend,response_date,attrition_risk
RESP-30762,Operations,VP,12.7,3.73,4.54,3.62,3.34,3.78,3.52,3.86,2.67,5,2024-06-06,Low
RESP-30763,Legal,VP,5.2,2.35,4.01,4.24,4.31,2.86,2.64,4.36,5,9,2024-04-16,Medium
RESP-30764,Marketing,Team Lead,8.9,3.2,2.89,4.59,4.8,1.96,4.64,2.48,3.71,4,2024-05-04,Low
RESP-30765,Marketing,Manager,11.0,3.24,3.31,4.11,2.98,2.79,2.35,3.81,2.13,3,2023-02-03,Low
RESP-30766,Marketing,Team Lead,3.9,3.34,2.28,3.13,2.64,2.99,5,4.15,4.14,8,2024-04-25,Low
RESP-30767,Operations,Individual Contributor,14.4,4.59,3.6,3.06,4.23,2.35,3.72,2.66,3.46,4,2025-01-03,Low
RESP-30768,Customer Support,Individual Contributor,0.9,4.0,4.13,3.25,2.81,3.64,3.0,3.46,3.14,2,2023-04-22,Low
RESP-30769,HR,Team Lead,8.7,4.36,2.98,2.87,2.89,3.47,2.69,2.2,4.27,6,2023-05-05,Low
RESP-30770,Operations,Senior IC,3.3,4.04,4.22,2.63,3.78,3.33,3.01,2.16,3.5,2,2024-05-05,Low
RESP-30771,Marketing,VP,4.7,1.87,3.12,2.79,3.89,2.47,3.03,2.73,4.44,3,2025-07-19,Medium
RESP-30772,Engineering,Senior IC,11.2,4.34,4.07,4.19,3.24,2.23,2.56,4.46,2.86,8,2023-03-21,Low
RESP-30773,Customer Support,Team Lead,13.4,4.14,3.38,4.13,4.99,4.18,4.29,1.85,2.98,4,2024-11-17,Low
RESP-30774,Design,Director,3.8,4.18,1.85,4.47,3.48,2.31,2.79,3.73,2.86,2,2024-11-18,Low
RESP-30775,Legal,Manager,7.4,3.84,3.18,3.61,2.74,3.91,3.3,2.8,3.47,5,2024-04-08,Low
RESP-30776,Operations,Team Lead,11.8,3.54,4.07,2.02,2.78,1.93,2.95,3.19,3.76,6,2023-02-23,Low
RESP-30777,Design,Individual Contributor,13.3,2.11,3.8,3.58,2.62,2.55,4.06,3.24,4.17,1,2023-01-24,Medium
RESP-30778,Engineering,Individual Contributor,1.6,2.82,5,3.22,2.39,4.39,4.66,3.78,3.27,8,2023-07-08,Medium
RESP-30779,Customer Support,Manager,8.2,3.71,3.24,3.53,3.14,4.17,1.71,1.05,3.22,9,2024-01-10,Low
RESP-30780,Marketing,Manager,15.3,3.71,3.19,2.64,3.42,1.84,3.17,3.41,3.74,8,2024-11-20,Low
RESP-30781,HR,Senior IC,4.6,2.44,5,4.77,1.45,2.96,2.29,2.36,3.94,4,2024-04-11,Medium
RESP-30782,HR,Team Lead,12.6,3.88,4.22,3.53,4.0,2.51,3.56,3.13,2.96,10,2024-05-14,Low
RESP-30783,Finance,Manager,1.8,3.11,2.49,2.59,4.16,2.45,3.49,1.8,3.76,5,2025-11-30,Medium
RESP-30784,Engineering,Team Lead,18.8,4.56,2.01,4.2,3.76,3.15,3.64,4.06,2.43,7,2025-04-10,Low
RESP-30785,Sales,Director,7.7,3.73,4.74,3.51,5,3.47,1.68,2.97,4.37,5,2024-08-22,Low
RESP-30786,Sales,Director,6.0,3.62,1.44,4.01,2.82,2.55,2.99,2.9,2.53,7,2023-01-23,Low
RESP-30787,Legal,Manager,17.2,3.79,2.65,4.99,3.69,3.43,2.16,3.77,3.26,9,2024-09-08,Low
RESP-30788,Sales,Director,15.3,5,3.88,3.04,3.83,3.6,3.86,3.79,4.18,3,2025-03-30,Low
RESP-30789,Design,Individual Contributor,9.1,3.93,3.81,3.2,2.91,3.96,2.95,3.93,2.83,10,2023-05-25,Low
RESP-30790,Engineering,VP,13.3,4.56,4.75,4.42,2.38,4.05,4.82,3.87,3.34,9,2023-07-22,Low
RESP-30791,Finance,VP,10.1,3.48,2.67,4.25,3.51,2.92,2.79,2.84,3.25,3,2023-02-07,Low
RESP-30792,Operations,Individual Contributor,10.4,4.81,2.91,3.14,2.98,3.68,4.41,2.03,2.75,4,2023-01-18,Low
RESP-30793,Customer Support,Individual Contributor,11.7,3.47,1.92,4.25,3.68,1.59,4.34,3.44,3.4,9,2025-08-23,Low
RESP-30794,Finance,Director,0.9,3.12,2.55,3.16,3.11,4.13,1.34,1.46,3.58,10,2023-05-01,Medium
RESP-30795,Sales,VP,13.8,2.07,3.5,3.95,5,3.85,3.85,2.05,4.46,2,2024-01-16,Medium
RESP-30796,Engineering,Manager,12.5,3.75,2.17,3.64,4.33,2.3,2.13,3.37,3.14,3,2024-12-09,Low
RESP-30797,Sales,Team Lead,4.3,3.91,2.37,3.6,2.96,2.05,2.56,1.95,4.01,3,2025-07-14,Low
RESP-30798,Operations,Senior IC,15.5,3.39,4.5,2.45,3.7,3.53,4.31,3.36,4.47,1,2024-08-17,Low
RESP-30799,Legal,Team Lead,10.9,3.11,2.37,2.45,1.86,2.82,4.61,2.32,2.55,2,2023-02-05,Medium
RESP-30800,HR,VP,3.9,3.3,5,3.6,3.06,3.74,3.96,1.91,3.96,4,2024-10-12,Low
RESP-30801,Marketing,Senior IC,5.7,4.77,4.27,2.29,3.12,2.65,2.19,2.66,4.46,1,2024-06-24,Low
RESP-30802,HR,Director,18.9,1.64,3.22,1.68,3.0,2.83,1.67,2.84,2.06,2,2023-05-25,Medium
RESP-30803,Engineering,Individual Contributor,12.4,3.33,2.1,2.21,1.66,2.3,4.42,3.13,4.08,5,2024-10-03,Low
RESP-30804,Design,Manager,2.4,2.58,3.64,4.19,3.38,2.23,3.75,2.02,3.6,8,2024-10-11,Medium
RESP-30805,Customer Support,Senior IC,8.4,3.11,2.78,1.72,3.34,3.37,3.55,2.92,3.73,3,2023-02-10,Medium
RESP-30806,Marketing,Senior IC,11.0,4.35,3.15,3.49,3.97,4.63,2.5,2.99,3.71,4,2025-10-01,Low
RESP-30807,Operations,Team Lead,10.0,4.29,3.28,2.98,2.7,2.63,3.99,2.57,3.31,7,2024-09-08,Low
RESP-30808,Legal,Team Lead,6.4,3.79,2.08,3.66,1.69,3.26,2.51,1.69,4.19,8,2023-10-07,Low
RESP-30809,Design,Senior IC,17.8,4.38,4.62,3.43,3.7,4.09,2.43,2.59,4.33,1,2025-08-19,Low
RESP-30810,Design,Director,14.1,3.95,3.05,1.95,3.67,4.14,3.25,2.17,3.42,8,2024-01-11,Low
RESP-30811,Customer Support,Manager,8.2,5,3.92,3.69,4.9,1.07,3.98,1.16,2.83,8,2023-02-26,Low
RESP-30812,Legal,Senior IC,13.3,3.47,4.07,3.39,3.99,3.07,3.3,2.97,3.65,1,2023-05-10,Low
RESP-30813,Product,Senior IC,12.3,2.94,2.88,3.35,2.07,3.46,5,1.18,4.22,2,2024-11-27,Medium
RESP-30814,Sales,Senior IC,14.0,3.53,3.18,2.71,4.63,2.07,3.73,5,2.71,3,2024-04-05,Low
RESP-30815,Product,VP,4.9,4.11,2.02,3.33,3.77,2.99,2.91,5,4.08,8,2024-09-02,Low
RESP-30816,HR,Team Lead,2.4,2.55,2.41,2.79,3.79,3.45,2.09,2.58,3.99,8,2024-09-20,Medium
RESP-30817,Operations,Manager,2.1,3.43,2.28,3.84,1.83,2.02,2.2,3.39,4.1,5,2024-10-21,Low
RESP-30818,Design,Director,4.6,2.91,4.06,3.65,2.2,3.18,3.14,2.19,4.09,4,2023-03-31,Medium
RESP-30819,Customer Support,VP,5.6,2.81,2.83,3.46,2.12,4.49,3.03,1,4.21,10,2023-01-29,Medium
RESP-30820,Engineering,Director,6.9,3.37,3.94,2.24,4.18,2.0,3.55,3.19,4.12,5,2023-07-09,Low
RESP-30821,Finance,Manager,2.4,3.47,4.86,2.42,5,2.41,1.44,4.47,3.87,3,2023-02-20,Low
RESP-30822,Finance,VP,3.4,2.81,3.79,3.1,4.58,4.07,5,2.49,4.25,6,2025-04-28,Medium
RESP-30823,Finance,Senior IC,8.7,4.77,3.3,3.89,2.38,3.37,2.38,3.99,3.17,7,2023-08-09,Low
RESP-30824,Customer Support,Director,7.6,2.84,4.03,4.33,4.24,3.09,3.6,2.47,3.3,3,2023-06-09,Medium
RESP-30825,Customer Support,Team Lead,6.2,3.09,4.89,3.54,4.03,1.5,3.93,2.96,3.22,10,2023-06-09,Medium
RESP-30826,HR,Director,9.2,5,3.75,3.4,3.02,3.26,3.11,2.1,3.67,9,2024-02-02,Low
RESP-30827,Customer Support,Manager,17.7,2.92,3.5,3.19,1,4.09,3.55,3.37,3.7,4,2025-05-21,Medium
RESP-30828,Engineering,Senior IC,9.4,3.2,2.16,3.78,2.73,3.56,2.31,3.61,3.38,2,2025-08-04,Low
RESP-30829,Customer Support,Individual Contributor,7.9,2.96,2.68,3.99,4.47,2.76,3.26,4.21,3.37,8,2023-04-24,Medium
RESP-30830,HR,Senior IC,14.5,4.2,1.93,2.3,3.74,3.81,3.83,4.19,3.58,8,2023-03-13,Low
RESP-30831,Finance,Manager,8.9,5,2.94,2.91,2.69,3.64,5,3.02,4.85,4,2023-01-11,Low
RESP-30832,Marketing,Senior IC,7.2,2.76,3.12,3.67,2.79,2.87,3.58,3.23,3.5,5,2025-05-03,Medium
RESP-30833,Design,Team Lead,7.2,3.81,2.27,3.08,3.58,4.95,3.67,3.06,4.32,3,2023-08-01,Low
RESP-30834,Product,Senior IC,9.1,3.0,2.43,3.71,2.88,3.31,3.62,4.89,2.9,2,2025-08-31,Medium
RESP-30835,Finance,Individual Contributor,4.1,2.22,3.73,4.17,2.46,3.99,2.06,4.89,2.67,4,2025-06-03,Medium
RESP-30836,Product,Director,18.9,4.93,1.72,3.12,3.12,2.21,2.44,2.53,3.78,1,2024-04-09,Low
RESP-30837,Legal,Individual Contributor,1.7,3.6,3.21,2.95,4.23,1.77,4.57,1.91,4.19,10,2023-10-13,Low
RESP-30838,Legal,Director,5.8,2.48,4.22,4.59,1.63,3.54,2.97,2.59,4.63,6,2023-04-27,Medium
RESP-30839,Marketing,Senior IC,13.3,1.17,3.84,3.53,3.26,3.79,3.01,2.99,4.5,5,2023-01-06,Medium
RESP-30840,HR,Director,11.8,3.84,3.01,3.77,3.66,3.73,3.63,1.55,2.94,9,2025-07-27,Low
RESP-30841,Finance,Individual Contributor,18.4,2.3,2.68,2.73,4.53,2.53,3.59,1.52,3.13,9,2024-08-19,Medium
RESP-30842,Operations,Team Lead,3.8,3.8,2.88,3.78,2.18,4.31,3.4,3.22,2.73,7,2025-03-12,Low
RESP-30843,Engineering,Senior IC,9.4,3.04,3.85,2.33,2.72,2.89,2.91,2.43,2.8,9,2024-08-13,Medium
RESP-30844,HR,Senior IC,19.5,3.92,3.24,3.23,4.5,2.77,2.79,1.01,4.94,9,2025-11-15,Low
RESP-30845,Sales,Manager,0.9,4.17,2.07,3.73,4.05,2.27,2.99,2.32,4.1,5,2024-08-24,Low
RESP-30846,Customer Support,VP,14.5,2.09,2.79,2.92,1.72,3.02,2.94,2.14,3.48,9,2024-09-21,Medium
RESP-30847,Product,Team Lead,13.7,4.1,2.76,3.53,3.25,3.24,3.14,2.92,3.16,9,2025-11-22,Low
RESP-30848,Engineering,Director,14.3,2.54,2.31,3.27,3.63,3.28,1.82,3.51,3.9,6,2023-08-07,Medium
RESP-30849,Sales,Director,8.6,2.2,4.41,2.99,3.64,4.15,1.99,2.3,4.16,2,2024-01-29,Medium
RESP-30850,Sales,Manager,17.6,4.31,3.21,3.2,2.9,3.95,5,4.15,2.1,10,2024-01-03,Low
RESP-30851,Marketing,Individual Contributor,1.2,4.42,2.43,4.07,4.27,5,2.21,1.97,3.16,10,2025-08-26,Low
RESP-30852,HR,Senior IC,6.2,4.57,3.09,4.08,4.0,2.63,4.39,3.15,2.65,6,2024-11-10,Low
RESP-30853,Customer Support,Director,17.3,3.56,3.67,3.4,2.9,2.58,3.68,3.85,2.7,3,2025-05-30,Low
RESP-30854,Marketing,Senior IC,18.5,4.76,3.31,3.8,3.51,3.13,3.05,3.65,3.21,7,2024-05-19,Low
RESP-30855,Finance,Senior IC,4.7,3.48,2.17,4.51,1.59,4.95,3.63,4.07,3.93,4,2023-04-16,Low
RESP-30856,Marketing,Manager,8.1,5,3.35,3.4,2.06,3.39,3.82,2.12,3.75,1,2023-03-16,Low
RESP-30857,Operations,VP,14.0,3.69,3.14,3.6,3.24,4.21,3.41,1,2.93,8,2024-04-02,Low
RESP-30858,Product,Team Lead,2.1,4.58,5,3.08,2.8,2.32,3.64,3.91,2.57,8,2024-11-26,Low
RESP-30859,Marketing,VP,6.1,2.45,3.38,3.73,4.36,4.56,3.1,3.19,3.09,8,2023-03-04,Medium
RESP-30860,Operations,Director,16.9,3.8,2.33,3.62,2.7,2.22,3.79,2.86,3.78,10,2024-01-02,Low
RESP-30861,Engineering,Manager,16.1,5,2.24,2.84,2.32,3.03,4.19,3.01,3.82,9,2023-11-15,Low
RESP-30862,Engineering,Individual Contributor,2.1,2.09,2.84,2.72,4.27,3.65,2.77,3.66,5,3,2024-09-01,Medium
RESP-30863,Legal,Team Lead,14.1,3.14,3.2,3.59,3.38,3.17,2.55,4.06,4.11,1,2024-04-30,Medium
RESP-30864,Engineering,Team Lead,13.7,5,3.28,4.21,2.75,3.42,3.75,3.27,3.86,6,2024-07-05,Low
RESP-30865,Operations,VP,15.4,4.15,2.35,4.64,1.78,3.94,3.72,2.52,3.58,2,2023-07-21,Low
RESP-30866,Marketing,Team Lead,10.7,4.39,4.41,4.8,4.03,3.46,3.12,2.47,3.73,9,2025-10-20,Low
RESP-30867,Marketing,Senior IC,2.3,2.79,5,3.28,4.03,2.76,4.59,4.2,1.92,8,2024-01-25,Medium
RESP-30868,Marketing,Director,19.6,1.41,3.17,3.1,3.23,2.76,2.42,4.49,2.87,5,2024-05-30,Medium
RESP-30869,Engineering,Team Lead,3.6,2.65,2.84,3.69,4.68,4.02,2.96,2.63,2.34,4,2024-10-22,Medium
RESP-30870,Customer Support,Individual Contributor,11.0,3.08,2.43,3.85,2.32,3.15,2.31,3.0,2.85,10,2023-07-15,Medium
RESP-30871,HR,Manager,11.8,3.44,2.85,4.01,3.38,3.02,4.88,3.29,4.44,10,2025-08-26,Low
RESP-30872,Operations,Individual Contributor,6.0,2.73,3.56,2.83,5,3.62,3.26,3.18,4.28,8,2025-11-27,Medium
RESP-30873,Product,Individual Contributor,14.2,4.22,3.92,3.54,2.63,2.61,4.23,3.43,3.94,2,2023-11-17,Low
RESP-30874,Finance,Individual Contributor,12.8,2.46,3.29,3.79,3.65,3.49,2.63,1,2.66,2,2025-08-09,Medium
RESP-30875,Design,Senior IC,16.3,2.86,2.51,3.45,3.32,3.64,5,3.3,3.07,8,2024-05-23,Medium
RESP-30876,Operations,Director,17.5,2.53,2.13,3.97,3.3,2.95,4.52,4.01,3.37,1,2025-08-21,Medium
RESP-30877,Sales,Team Lead,2.7,4.94,2.33,3.66,3.24,3.76,4.35,2.92,3.09,10,2023-02-03,Low
RESP-30878,Design,Manager,5.9,2.53,2.13,3.89,3.12,4.8,3.58,3.71,2.01,8,2025-01-06,Medium
RESP-30879,Customer Support,Manager,18.0,2.45,3.56,2.91,4.35,3.84,2.67,1,3.31,6,2025-07-02,Medium
RESP-30880,HR,Manager,12.1,5,4.4,3.89,1,4.41,2.27,1.89,4.28,1,2025-01-25,Low
RESP-30881,Operations,Individual Contributor,5.3,3.35,4.37,5,3.71,2.08,2.47,2.16,3.89,3,2024-03-09,Low
RESP-30882,Marketing,VP,6.6,2.99,3.16,3.94,3.98,2.85,2.88,3.69,3.42,5,2023-09-03,Medium
RESP-30883,Marketing,Individual Contributor,17.2,4.75,3.62,3.46,4.37,2.28,2.4,4.97,2.14,10,2023-06-08,Low
RESP-30884,Legal,VP,5.7,3.8,3.61,3.76,2.59,3.29,3.53,2.33,2.56,3,2024-02-14,Low
RESP-30885,Product,Director,8.0,3.44,2.98,3.15,3.54,2.94,3.28,3.59,1.38,1,2023-09-23,Low
RESP-30886,Marketing,VP,15.1,5,2.44,2.72,2.38,2.21,3.51,1.08,3.0,8,2023-01-17,Low
RESP-30887,Legal,Individual Contributor,4.6,3.57,2.53,4.27,3.47,3.84,2.79,4.31,3.65,4,2025-04-16,Low
RESP-30888,Customer Support,Senior IC,11.8,3.04,2.86,4.36,4.65,3.66,4.05,3.69,3.48,10,2024-07-20,Medium
RESP-30889,Legal,Team Lead,13.5,3.67,3.42,3.49,2.09,2.95,3.34,1.76,3.84,6,2023-07-12,Low
RESP-30890,Design,VP,16.5,4.01,3.78,3.6,3.96,1.98,2.09,1.69,3.07,3,2025-06-19,Low
RESP-30891,Engineering,Individual Contributor,4.6,2.9,2.86,3.88,4.81,4.87,2.53,2.37,3.48,4,2023-05-29,Medium
RESP-30892,Engineering,Director,2.8,4.02,2.89,3.88,2.82,2.46,4.16,2.61,4.04,10,2023-06-02,Low
RESP-30893,Design,Manager,15.0,3.46,3.12,3.36,3.23,5,3.86,3.65,1.95,10,2024-05-01,Low
RESP-30894,HR,Director,8.8,3.1,5,2.17,1.77,4.21,3.7,4.76,4.41,2,2025-04-10,Medium
RESP-30895,Marketing,VP,8.7,4.03,4.12,3.03,3.52,3.29,4.36,2.76,3.71,2,2023-01-30,Low
RESP-30896,Operations,VP,5.5,4.14,3.29,4.32,4.11,4.37,3.07,4.59,3.54,9,2025-08-01,Low
RESP-30897,Design,Senior IC,18.1,3.5,2.94,3.25,3.64,2.98,2.73,1.63,3.03,5,2025-11-30,Low
RESP-30898,Operations,Manager,5.0,3.06,4.01,3.79,3.72,1.88,4.26,2.52,4.19,4,2023-11-29,Medium
RESP-30899,Sales,Individual Contributor,17.9,4.05,2.79,3.82,5,2.2,3.67,3.26,2.93,8,2023-08-31,Low
RESP-30900,Customer Support,Manager,6.6,3.8,4.09,3.02,2.34,3.15,4.64,3.13,3.9,3,2023-11-03,Low
RESP-30901,Operations,Senior IC,15.2,4.21,2.61,4.27,2.52,2.46,3.29,1.69,5,7,2025-05-23,Low
RESP-30902,Finance,Team Lead,18.4,3.3,3.47,3.95,2.09,2.76,2.73,2.46,3.29,10,2025-06-09,Low
RESP-30903,Marketing,VP,4.9,3.28,3.65,2.92,4.95,3.46,3.33,3.01,2.83,9,2023-07-19,Low
RESP-30904,Legal,Manager,17.1,4.1,4.63,2.61,1.56,3.54,3.24,2.56,3.75,10,2024-02-15,Low
RESP-30905,Operations,VP,9.9,3.52,1.45,4.3,3.49,4.18,4.22,4.98,4.63,10,2025-01-28,Low
RESP-30906,HR,Senior IC,3.1,3.89,3.92,3.29,2.92,3.11,4.02,3.36,3.65,2,2025-11-22,Low
RESP-30907,Design,Director,5.7,2.86,4.71,2.96,2.76,2.76,4.29,3.73,4.81,3,2024-10-23,Medium
RESP-30908,Engineering,Individual Contributor,16.3,3.61,3.57,2.73,3.61,1.87,5,2.33,3.88,6,2025-04-03,Low
RESP-30909,Product,Team Lead,1.1,4.07,1.82,4.13,4.59,3.15,4.23,3.04,4.08,10,2023-03-26,Low
RESP-30910,Product,Individual Contributor,1.0,2.05,5,2.23,2.75,2.44,1.67,1,4.84,9,2025-08-17,Medium
RESP-30911,Engineering,Senior IC,12.9,4.74,3.74,3.69,3.78,4.71,3.34,2.12,3.29,7,2023-07-14,Low
RESP-30912,Customer Support,Manager,19.6,2.09,2.94,3.9,2.26,2.5,1.35,1.88,4.12,7,2024-01-03,Medium
RESP-30913,Sales,Manager,14.0,1.56,3.64,4.48,2.88,3.13,3.71,3.02,3.01,8,2025-11-25,Medium
RESP-30914,Engineering,VP,8.7,2.56,4.78,3.64,2.37,2.91,3.82,3.84,4.11,10,2023-06-10,Medium
RESP-30915,Operations,Individual Contributor,14.6,4.55,3.05,2.69,4.08,3.24,2.84,3.14,3.67,7,2023-12-19,Low
RESP-30916,Marketing,Manager,17.3,2.2,2.97,3.97,2.8,3.82,3.58,3.46,3.93,3,2024-06-25,Medium
RESP-30917,Legal,Senior IC,11.1,2.6,5,3.67,3.67,2.87,4.37,4.82,3.7,3,2024-12-10,Medium
RESP-30918,HR,Director,10.1,3.61,3.18,2.94,3.51,4.11,3.79,3.0,5,9,2023-12-03,Low
RESP-30919,Legal,Individual Contributor,4.4,2.68,2.97,3.6,4.54,2.48,3.18,2.16,3.24,7,2023-01-27,Medium
RESP-30920,Product,Senior IC,19.5,4.08,4.56,3.76,2.87,4.28,3.38,2.25,2.0,6,2023-03-24,Low
RESP-30921,Legal,VP,2.7,3.26,1.56,3.14,3.38,3.29,3.7,2.3,2.72,6,2025-10-26,Low
RESP-30922,Legal,Senior IC,19.5,3.29,3.38,4.69,2.89,4.06,4.46,4.11,3.21,6,2024-03-24,Low
RESP-30923,HR,Manager,12.1,2.36,3.27,3.61,3.07,3.05,4.0,2.9,3.97,6,2024-03-20,Medium
RESP-30924,Marketing,Individual Contributor,16.4,3.9,2.85,4.17,2.84,3.05,1.77,3.57,4.52,5,2023-11-23,Low
RESP-30925,Marketing,Manager,4.1,3.92,4.23,2.02,2.37,5,3.29,2.36,3.61,8,2024-04-20,Low
RESP-30926,Operations,Team Lead,0.9,3.71,2.49,4.38,1.93,3.37,5,2.83,3.33,9,2023-11-08,Low
RESP-30927,Design,VP,8.2,3.32,3.65,4.96,2.4,2.28,3.88,4.51,3.89,6,2025-06-22,Low
RESP-30928,Finance,Individual Contributor,7.6,4.07,4.44,4.24,2.06,3.89,3.71,2.2,3.98,3,2025-03-05,Low
RESP-30929,Design,Team Lead,18.3,3.7,4.26,3.24,2.37,2.44,1.8,3.4,4.76,9,2023-11-12,Low
RESP-30930,Engineering,Individual Contributor,1.3,4.8,3.67,4.99,3.75,2.21,2.55,1.89,2.91,9,2024-08-17,Low
RESP-30931,Customer Support,Manager,19.4,3.83,2.85,4.38,3.27,4.11,3.62,4.57,4.1,5,2024-10-07,Low
RESP-30932,Legal,Individual Contributor,17.5,4.53,3.58,3.83,3.01,1.69,3.05,4.6,4.03,1,2025-04-16,Low
RESP-30933,HR,Director,13.0,3.9,4.99,3.57,4.9,3.05,2.77,3.57,3.23,3,2025-01-24,Low
RESP-30934,Customer Support,Manager,12.4,2.63,4.37,3.49,3.28,3.48,3.46,1.67,3.73,9,2023-03-05,Medium
RESP-30935,Operations,Director,12.3,3.11,3.18,2.19,3.85,3.1,3.74,3.98,2.54,5,2024-01-11,Medium
RESP-30936,Design,Manager,13.0,4.57,4.06,4.09,1.13,3.27,4.18,3.42,3.59,1,2024-04-03,Low
RESP-30937,Operations,Manager,5.6,3.34,3.52,3.56,3.73,3.27,3.57,2.68,4.4,3,2025-08-03,Low
RESP-30938,HR,Team Lead,17.1,2.98,4.27,3.6,3.43,3.87,3.25,2.3,3.96,4,2025-03-13,Medium
RESP-30939,Marketing,Individual Contributor,16.6,3.99,1.94,3.05,2.03,3.01,3.16,1.65,3.11,6,2024-08-04,Low
RESP-30940,Operations,Director,3.6,3.95,3.37,3.38,3.73,2.73,2.8,2.79,2.47,10,2024-05-30,Low
RESP-30941,Product,Individual Contributor,5.6,3.12,2.11,1.72,1,3.33,3.82,2.74,3.76,6,2024-09-26,Medium
RESP-30942,Finance,Manager,17.2,3.34,3.46,4.67,2.34,3.05,3.79,3.32,3.8,4,2023-01-18,Low
RESP-30943,Marketing,Senior IC,17.0,2.86,2.62,3.41,2.27,4.9,2.52,4.53,4.01,1,2023-01-21,Medium
RESP-30944,Customer Support,VP,1.7,5,4.06,3.63,2.9,2.98,4.35,2.63,3.36,3,2025-09-06,Low
RESP-30945,Finance,Manager,15.6,3.5,3.86,4.3,3.38,4.09,3.25,1.93,3.98,9,2025-06-03,Low
RESP-30946,Finance,Manager,1.3,2.84,4.53,4.09,2.9,3.61,2.35,3.04,3.62,1,2023-11-18,Medium
RESP-30947,Sales,Team Lead,7.7,4.27,3.11,4.16,4.15,2.94,3.15,1.97,3.75,5,2023-10-13,Low
RESP-30948,Finance,Senior IC,18.2,2.93,4.23,2.07,5,2.45,3.66,1.89,2.8,4,2023-08-20,Medium
RESP-30949,Customer Support,Manager,12.3,4.1,4.28,3.59,2.21,1.51,5,1.58,4.51,7,2023-04-29,Low
RESP-30950,Engineering,Manager,11.8,2.29,5,3.27,2.65,3.8,2.93,4.08,3.48,5,2025-05-04,Medium
RESP-30951,Product,Team Lead,1.0,3.98,3.3,4.06,2.23,3.44,2.59,3.0,2.49,7,2023-08-21,Low
RESP-30952,Design,VP,5.4,3.58,2.93,3.84,3.01,3.31,3.23,4.73,2.78,6,2025-01-11,Low
RESP-30953,Customer Support,Senior IC,12.6,3.87,3.33,5,3.35,3.47,3.73,4.48,4.66,5,2023-12-13,Low
RESP-30954,Product,Manager,19.4,3.74,2.99,3.68,4.34,3.09,4.5,2.69,4.56,5,2024-06-14,Low
RESP-30955,Sales,Director,4.4,3.27,4.62,3.98,3.89,2.97,3.66,3.74,3.85,7,2023-06-21,Low
RESP-30956,Finance,Individual Contributor,8.7,2.55,4.66,3.85,3.32,2.97,3.21,3.27,3.73,7,2023-10-20,Medium
RESP-30957,Sales,Manager,3.3,4.62,3.28,3.26,3.61,3.78,2.94,2.54,2.97,8,2023-09-08,Low
RESP-30958,Design,Director,9.2,3.25,3.24,2.9,2.77,2.24,2.94,4.87,2.83,1,2024-06-28,Low
RESP-30959,Marketing,Individual Contributor,13.3,2.22,2.72,3.84,2.68,3.14,4.13,1.77,4.31,1,2024-07-13,Medium
RESP-30960,Sales,VP,10.8,3.07,3.07,4.2,3.61,3.35,3.41,3.51,2.74,7,2023-05-25,Medium
RESP-30961,Customer Support,Manager,15.2,2.38,3.46,3.65,2.75,2.18,1.83,1.83,3.08,4,2025-08-15,Medium
RESP-30962,Engineering,VP,4.5,3.7,4.32,3.39,2.37,2.63,4.61,1.66,3.61,9,2023-11-15,Low
RESP-30963,HR,Individual Contributor,9.5,4.2,2.12,4.49,3.15,3.07,3.05,2.1,3.09,8,2025-10-04,Low
RESP-30964,Sales,Manager,9.6,3.68,3.44,2.25,4.63,3.33,1.94,3.95,3.42,9,2025-07-22,Low
RESP-30965,Sales,VP,13.9,3.49,3.55,4.43,4.0,2.66,3.44,3.56,3.54,2,2024-07-02,Low
RESP-30966,Operations,Manager,7.1,3.99,4.91,2.55,3.6,3.61,2.21,3.27,2.74,2,2024-08-17,Low
RESP-30967,Product,Director,1.6,3.85,3.74,3.09,2.22,2.47,3.27,2.68,3.77,7,2025-08-25,Low
RESP-30968,Engineering,Team Lead,4.1,3.22,4.79,3.78,3.48,3.33,4.27,2.89,3.89,3,2024-01-30,Low
RESP-30969,Customer Support,Director,19.2,2.49,2.91,3.63,3.5,1.71,2.98,3.13,2.79,9,2025-11-29,Medium
RESP-30970,Sales,Manager,6.0,2.16,2.82,2.99,2.93,2.96,4.5,3.55,2.96,6,2024-12-14,Medium
RESP-30971,HR,Manager,4.8,2.68,3.12,4.76,4.43,3.7,2.88,4.04,3.46,2,2023-07-02,Medium
RESP-30972,HR,Team Lead,13.4,3.66,3.81,3.14,4.13,3.91,4.25,2.01,3.64,3,2024-01-22,Low
RESP-30973,Customer Support,VP,12.0,2.22,3.78,3.65,3.41,3.75,3.36,3.03,3.03,6,2023-10-03,Medium
RESP-30974,Legal,Manager,15.5,3.81,2.82,3.85,4.61,3.1,5,3.52,4.26,6,2024-01-28,Low
RESP-30975,Marketing,Senior IC,16.1,3.7,2.22,4.15,3.39,3.67,3.58,2.76,3.66,7,2025-07-27,Low
RESP-30976,Legal,Individual Contributor,14.7,3.69,2.88,3.95,5,2.39,5,1.26,5,9,2025-06-07,Low
RESP-30977,Marketing,Manager,2.3,3.81,3.97,3.17,2.97,2.6,4.41,3.39,3.37,1,2025-10-02,Low
RESP-30978,Marketing,Manager,0.9,3.69,2.55,3.75,3.76,4.53,4.92,2.95,3.13,6,2025-02-12,Low
