fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,type
7.4,0.33,0.59,4.6,0.117,12,88,0.9934,3.39,0.89,10.3,7,red
7.5,0.44,0.52,0.6,0.119,8,21,0.9953,3.17,0.45,11.1,7,red
4.9,0.67,0.4,0.7,-0.004,36,22,0.9951,3.48,0.67,10.2,6,red
9.3,0.48,0.27,-0.8,0.112,12,38,0.9973,3.28,0.87,9.8,4,red
9.5,0.43,0.08,2.9,0.093,24,-11,0.9956,3.59,0.6,8.7,6,red
8.5,0.29,0.15,1.1,0.057,16,18,0.9977,3.26,0.69,9.7,6,red
9.1,0.66,0.07,3.7,0.174,27,107,0.9955,3.28,0.62,10.8,7,red
9.8,0.82,0.06,3.5,0.018,15,69,1.0009,3.15,0.5,8.7,5,red
5.8,0.38,0.32,4.6,0.085,15,66,0.9962,3.42,0.6,9.9,4,red
8.4,0.42,0.33,4.0,0.143,15,67,0.9974,3.6,0.55,10.7,5,red
11.1,0.36,-0.03,0.3,0.094,13,67,0.9955,3.43,0.4,11.7,6,red
7.8,0.68,0.18,2.1,-0.005,17,33,0.9959,3.32,0.91,9.2,5,red
6.0,0.72,0.12,4.1,0.155,8,44,0.9975,3.24,0.74,12.6,6,red
10.1,0.56,0.55,0.6,0.007,21,58,0.9967,3.21,0.6,10.9,6,red
8.6,0.32,-0.13,2.0,0.031,44,31,0.9981,3.49,0.58,9.2,4,red
8.3,0.6,0.63,2.6,0.132,6,90,0.9986,3.22,0.59,10.6,6,red
7.6,0.57,0.38,2.4,0.042,19,-9,1.0006,3.0,0.53,9.6,6,red
9.9,0.59,-0.22,2.9,0.075,16,36,0.9981,3.76,0.59,8.7,6,red
7.4,0.34,0.15,1.5,0.041,4,83,0.9968,3.35,0.51,10.2,5,red
10.8,0.33,0.35,1.2,0.09,24,79,0.9959,3.25,0.78,10.3,7,red
8.4,0.24,0.14,3.1,0.143,11,30,0.9954,3.21,0.34,10.7,5,red
10.0,0.74,0.22,2.2,0.013,9,57,0.9959,3.39,0.69,9.4,6,red
9.8,0.74,0.7,5.5,0.098,30,56,0.9971,3.14,0.51,9.5,7,red
6.3,0.24,0.19,0.9,0.006,12,118,0.9989,3.22,0.81,11.4,4,red
9.1,0.39,0.06,2.4,0.186,28,20,0.9974,3.38,0.63,11.2,7,red
7.8,0.39,0.44,0.6,0.044,22,53,0.9962,3.18,0.72,9.1,5,red
9.4,0.69,0.0,3.0,0.113,17,33,0.9944,3.13,0.55,8.6,5,red
8.2,0.55,0.4,2.2,0.101,23,97,0.9952,3.23,0.88,9.2,7,red
5.1,0.81,0.38,3.2,0.093,24,42,0.9971,3.27,0.45,11.6,5,red
9.6,0.48,0.62,1.5,0.066,14,26,0.9978,3.27,0.55,7.3,6,red
4.5,0.29,0.35,-0.1,0.023,12,71,0.9985,3.27,0.49,9.8,7,red
8.5,0.4,0.23,4.3,0.156,25,20,0.9985,3.35,0.65,11.4,6,red
11.5,0.37,0.26,3.8,0.043,45,53,0.9948,3.21,0.68,10.6,5,red
10.7,0.72,0.68,3.8,0.081,-1,69,0.9954,3.35,0.45,10.2,7,red
9.0,0.88,0.28,3.7,0.071,4,-11,0.9983,3.22,0.48,11.4,6,red
7.4,0.62,0.23,2.6,0.133,6,20,0.9987,3.29,0.47,10.2,4,red
8.2,0.4,0.26,3.4,0.194,12,109,0.9967,3.21,0.41,9.8,6,red
10.1,0.58,0.36,1.2,0.055,6,54,0.9997,3.04,0.54,11.2,6,red
7.0,0.24,0.2,1.9,0.094,22,9,0.9989,3.36,0.96,12.4,5,red
9.0,0.49,0.07,4.1,0.138,1,51,0.998,3.47,0.68,8.0,4,red
6.9,0.23,0.14,5.3,0.15,11,-15,0.9974,3.35,0.55,9.6,5,red
7.8,0.62,0.1,3.0,0.08,11,52,0.9935,3.13,0.61,10.1,5,red
7.5,0.5,0.24,-2.1,0.081,26,59,0.9949,3.11,0.4,9.8,6,red
9.0,0.68,0.15,3.0,0.147,15,44,0.9965,3.44,0.41,10.5,7,red
9.2,0.66,0.24,4.5,0.0,2,22,0.9998,3.37,0.51,10.4,5,red
12.0,0.43,0.24,2.1,0.13,19,105,0.9992,3.33,0.44,9.1,5,red
8.0,0.71,0.32,1.1,0.049,6,36,0.9954,3.44,0.81,11.0,4,red
8.8,0.32,0.09,3.8,0.094,3,-16,0.9985,3.41,0.98,10.3,6,red
10.3,1.0,0.59,2.0,0.09,28,41,0.995,3.33,0.81,11.7,7,red
8.3,0.29,0.51,2.0,0.058,11,85,0.9917,3.52,0.53,11.5,7,red
8.5,0.66,0.37,0.2,0.102,21,100,1.0004,3.57,0.66,10.2,6,red
9.3,0.75,0.41,0.2,0.07,11,-42,0.9925,3.5,0.75,11.0,5,red
7.2,0.56,0.05,3.7,0.135,18,19,0.9913,3.43,0.73,7.9,5,red
8.6,0.34,0.16,0.8,0.051,31,34,0.9972,3.33,0.91,8.1,6,red
6.9,0.39,0.18,5.0,0.038,18,52,0.9961,3.32,0.46,11.6,6,red
7.8,0.35,0.0,5.3,0.092,12,2,0.9974,3.42,0.69,10.3,5,red
11.9,0.53,0.2,1.0,0.084,2,65,1.0002,3.23,0.65,11.8,6,red
8.1,0.67,0.7,1.5,0.158,25,77,0.9985,3.3,0.6,11.6,5,red
8.7,0.62,0.29,3.5,0.086,21,17,0.9977,3.22,0.4,8.8,6,red
3.8,0.54,0.56,4.6,0.087,19,45,0.995,3.3,0.41,11.1,6,red
9.0,0.28,0.55,2.7,0.03,15,73,0.9957,3.19,0.88,9.6,8,red
11.7,0.84,0.09,1.6,0.096,28,105,0.9978,3.28,0.81,10.1,6,red
6.9,0.5,0.28,2.0,0.033,11,81,0.9959,3.25,0.47,9.0,6,red
10.1,0.46,0.19,2.7,0.078,22,29,0.9982,3.47,0.35,11.5,7,red
7.2,0.57,0.45,1.7,0.044,35,61,0.9971,3.48,0.66,10.9,7,red
5.5,0.23,0.36,4.2,0.111,17,39,0.9963,3.4,0.65,9.8,5,red
7.6,0.52,0.59,1.5,0.082,12,22,0.9988,3.09,0.39,9.6,7,red
7.1,0.49,0.31,3.1,0.141,10,63,0.9962,3.4,1.01,11.2,6,red
8.5,0.5,0.43,3.6,0.04,10,62,0.9941,3.44,0.87,9.6,5,red
7.8,0.75,0.15,2.5,0.089,16,46,0.9991,3.26,0.48,9.7,5,red
6.6,0.3,-0.01,2.2,0.093,33,79,0.9967,3.43,0.88,9.6,5,red
9.2,0.52,0.4,2.5,0.08,20,37,0.9963,3.45,0.7,9.6,7,red
10.3,0.42,0.3,1.3,0.138,18,43,0.9965,3.07,0.78,11.1,6,red
9.4,0.49,0.38,3.6,0.083,17,53,0.9956,3.45,0.52,10.6,6,red
8.6,0.68,0.54,2.3,0.037,0,57,1.0017,3.28,0.77,9.8,6,red
8.2,0.51,0.33,2.1,0.105,15,16,0.9942,3.1,1.04,9.3,8,red
9.3,0.48,0.43,1.0,0.171,6,109,0.9974,3.33,0.86,10.4,6,red
7.4,0.11,0.46,5.2,0.054,32,69,0.9971,3.25,0.79,10.1,5,red
9.7,0.67,0.24,3.7,0.083,7,47,0.9982,3.44,0.34,11.2,7,red
6.1,0.24,0.16,0.5,0.096,2,47,0.996,3.4,0.81,9.6,6,red
5.3,0.45,0.65,3.3,0.131,-2,44,0.9991,3.39,0.74,10.9,7,red
9.3,0.38,0.34,1.6,0.122,8,95,0.9961,3.19,0.52,10.1,5,red
6.5,0.12,0.32,1.2,0.092,-15,78,0.9958,3.25,0.6,10.7,6,red
7.0,0.56,0.08,1.5,0.067,18,67,0.9969,3.26,0.65,12.1,7,red
6.5,0.45,0.32,3.2,0.064,18,128,0.9974,3.41,0.75,10.1,5,red
9.3,0.62,0.33,2.3,0.109,4,66,0.9988,3.52,0.41,12.7,7,red
6.9,0.63,0.09,2.4,0.053,25,17,0.9942,3.39,0.67,10.2,4,red
10.7,0.64,0.41,2.9,0.022,14,71,0.9984,3.19,0.92,9.3,6,red
9.6,0.62,0.22,3.8,0.076,14,64,0.9986,3.25,0.75,12.1,5,red
8.7,0.62,-0.15,5.7,0.062,25,92,0.9981,3.37,0.48,12.3,7,red
11.0,0.7,0.17,2.1,0.069,28,71,0.9966,3.48,0.71,9.4,5,red
6.7,0.59,0.45,1.9,0.112,5,51,0.9958,3.29,0.74,9.6,7,red
8.5,0.57,0.1,2.6,0.091,1,78,0.9977,3.41,0.31,11.3,6,red
4.4,0.5,0.73,3.5,0.076,12,-9,0.9971,3.08,0.71,11.0,6,red
7.4,0.58,0.36,4.0,0.031,32,62,0.9939,3.23,0.66,9.5,6,red
6.1,0.62,0.69,1.1,0.068,8,65,0.9984,3.42,0.39,9.4,6,red
9.8,0.62,0.06,5.9,0.011,26,3,0.9954,2.95,0.99,10.7,5,red
10.4,0.5,0.04,0.9,0.05,6,51,0.9955,3.47,0.71,10.3,5,red
7.8,0.91,0.22,3.7,0.049,14,25,0.9987,3.37,0.62,11.0,6,red
12.2,0.81,0.03,3.6,0.087,10,32,0.997,3.32,0.51,11.0,5,red
6.9,0.38,0.18,0.5,0.09,20,77,0.9964,3.0,0.68,11.4,6,red
6.3,0.53,0.57,2.9,0.075,17,13,0.996,3.45,0.73,8.2,5,red
7.4,0.82,0.21,0.1,0.033,7,39,0.9963,3.6,0.89,12.4,5,red
8.9,0.37,-0.03,1.3,0.006,11,16,0.9967,3.27,0.64,11.0,4,red
9.9,0.31,0.33,2.4,0.15,5,54,0.9998,3.24,0.43,9.9,7,red
9.6,1.01,0.52,2.7,0.047,18,57,0.993,3.27,0.65,10.3,6,red
7.7,0.44,-0.09,4.2,0.073,5,4,1.0015,3.42,0.65,11.1,6,red
10.2,0.17,0.01,1.5,0.064,17,35,1.0012,3.46,0.94,10.7,6,red
7.4,0.38,0.28,3.0,0.127,20,40,0.996,3.4,0.71,10.7,7,red
13.2,0.45,0.04,3.8,0.101,23,50,0.9971,3.27,0.73,10.3,5,red
10.1,0.68,0.24,2.4,0.053,23,78,0.9971,3.47,0.57,12.2,7,red
4.9,0.54,0.54,2.5,0.111,19,15,0.9987,3.14,0.72,10.8,5,red
7.5,0.28,0.2,0.5,0.023,5,33,0.997,3.49,0.52,11.6,6,red
7.0,0.0,0.36,0.2,0.082,7,90,0.9974,3.51,0.69,12.7,5,red
11.9,0.62,0.37,1.3,-0.054,7,72,0.999,3.25,0.79,11.4,7,red
6.7,0.54,0.12,4.4,0.102,15,15,0.993,3.57,0.66,10.7,6,red
4.5,0.75,0.07,4.5,0.067,27,43,0.9964,3.46,0.85,8.4,6,red
10.0,0.42,0.46,4.2,0.076,9,60,0.9971,3.31,0.9,10.0,5,red
3.4,0.48,0.28,3.0,0.144,13,76,0.9961,3.26,0.85,12.7,6,red
7.7,0.43,0.31,3.2,0.052,29,57,0.9935,3.43,0.67,10.8,5,red
9.7,0.42,0.26,1.9,0.054,2,60,0.9968,3.21,0.5,9.0,5,red
7.7,0.6,0.25,2.0,0.017,32,61,0.9957,3.53,0.49,10.2,4,red
10.7,0.45,0.31,-0.3,0.089,22,48,0.9959,3.23,0.75,9.1,6,red
9.0,0.23,0.06,2.8,0.084,9,-6,0.9967,3.68,0.71,9.9,5,red
6.8,0.77,0.34,3.2,0.121,12,30,0.9935,3.35,0.65,10.0,8,red
8.7,0.57,0.08,1.6,0.085,34,87,0.9962,3.11,0.57,9.8,5,red
11.3,0.65,0.71,3.8,0.103,11,75,0.9954,3.51,0.66,10.5,5,red
8.7,0.76,0.39,4.2,0.111,23,46,0.9943,3.25,0.43,8.2,6,red
9.2,0.49,0.32,0.9,0.104,37,38,0.9977,3.03,0.55,11.1,5,red
9.1,0.49,0.07,5.7,0.081,15,22,0.9943,3.59,0.63,11.9,6,red
7.1,0.33,0.48,3.3,0.112,16,18,0.9978,3.72,0.78,8.4,6,red
5.5,0.68,0.18,4.7,0.117,39,78,0.9984,3.39,0.83,11.5,6,red
9.0,0.25,0.38,1.5,0.134,4,36,0.9965,3.41,0.33,11.1,6,red
10.8,0.57,0.14,4.5,0.194,16,56,0.9988,3.38,0.39,10.8,6,red
9.3,0.62,-0.09,3.4,0.04,20,126,1.0011,3.4,0.78,10.5,7,red
6.0,0.29,0.56,2.1,0.111,0,50,0.9978,3.26,0.68,10.6,7,red
9.0,0.75,0.38,1.0,0.086,4,22,0.9961,3.31,0.77,11.3,6,red
9.9,0.17,0.2,2.5,0.096,10,75,0.9989,3.28,0.55,10.6,6,red
10.4,0.29,0.64,3.6,0.123,20,82,0.993,3.31,0.56,13.3,5,red
9.4,0.52,0.27,2.6,0.097,11,-17,1.0012,3.13,0.53,9.7,7,red
8.8,0.66,0.5,2.6,0.037,15,88,0.9969,3.46,0.2,12.2,6,red
7.2,0.28,-0.04,1.8,0.062,24,17,0.9972,3.33,0.47,10.3,5,red
8.0,0.66,0.21,0.6,0.114,22,100,0.9937,3.42,0.48,10.0,5,red
10.0,0.68,0.21,2.7,0.051,-6,88,0.9984,3.39,0.5,11.5,7,red
6.9,0.46,0.08,1.2,0.035,18,51,0.9969,2.97,0.49,10.1,5,red
6.8,0.55,0.1,3.8,0.073,22,19,0.9964,3.38,0.5,12.3,6,red
9.5,0.74,0.3,3.7,0.019,15,83,0.9955,3.43,0.62,9.6,5,red
9.0,0.8,0.24,4.8,0.051,21,60,0.995,3.18,0.75,11.8,7,red
10.8,0.44,0.23,2.0,0.178,24,21,0.9953,3.31,0.17,11.0,5,red
9.9,0.38,0.17,2.4,0.061,19,64,0.9936,3.26,0.5,10.2,6,red
7.4,0.5,0.46,0.4,0.105,15,9,0.9971,3.37,0.51,9.3,6,red
11.0,0.34,0.03,1.7,0.048,19,55,0.9997,3.29,0.4,9.3,8,red
8.9,0.76,0.28,2.5,0.117,-9,56,0.9975,3.05,0.85,9.5,7,red
9.5,0.62,0.18,2.6,0.075,31,62,0.9951,3.16,0.47,11.6,6,red
7.7,0.53,0.17,2.0,0.124,30,86,0.9973,3.4,0.73,10.4,5,red
9.2,0.73,-0.14,1.6,0.072,29,30,0.9917,3.38,0.53,11.2,6,red
7.5,0.67,0.26,2.8,0.065,17,25,0.9999,3.67,0.88,10.6,6,red
4.7,0.71,0.15,2.1,0.08,22,47,0.9956,3.31,0.52,9.2,7,red
11.4,0.63,0.32,4.3,0.087,17,73,0.9977,3.05,0.5,10.8,8,red
6.9,0.78,0.85,2.9,0.098,19,40,0.9966,3.53,0.63,11.1,6,red
7.4,0.28,0.3,1.8,0.054,30,-6,0.9978,3.47,0.91,8.5,6,red
7.3,0.62,0.36,4.0,0.045,-3,38,1.0011,3.2,0.74,9.8,7,red
11.4,0.81,0.12,1.1,0.021,21,52,0.9926,3.44,0.55,9.5,6,red
9.2,0.47,0.3,2.0,0.059,7,21,0.9972,3.36,0.69,9.1,5,red
9.4,0.43,0.25,1.0,0.007,4,-31,0.9972,3.18,0.56,10.6,6,red
10.0,0.46,0.11,2.1,0.027,15,57,0.996,3.36,0.91,10.7,6,red
9.6,0.53,0.1,4.4,0.076,3,3,0.9953,3.23,0.79,11.8,5,red
8.7,0.72,0.36,2.8,0.114,3,78,0.9985,3.1,0.65,11.3,6,red
8.7,0.53,0.14,0.1,0.071,-2,122,0.9966,3.29,0.69,10.1,4,red
10.9,0.73,0.09,2.0,0.181,11,17,0.9967,3.41,0.55,10.1,4,red
6.3,0.62,0.52,2.9,0.101,21,58,0.9961,3.31,0.66,12.3,6,red
6.9,0.7,0.56,2.9,0.097,25,56,0.9964,3.22,0.76,10.9,6,red
9.5,0.54,0.09,2.3,0.034,37,-4,0.9979,3.4,0.81,11.6,7,red
8.9,0.49,0.47,3.6,0.114,12,-33,0.9978,3.28,0.59,8.9,5,red
7.8,0.29,-0.04,3.3,0.114,24,2,0.9952,3.18,0.29,8.7,6,red
12.4,0.09,0.09,2.3,0.042,18,37,0.9961,3.35,0.78,10.0,5,red
6.3,0.46,0.04,2.8,0.089,17,127,0.9986,3.28,0.55,11.4,4,red
8.4,0.08,0.17,2.3,0.159,20,65,0.9999,3.59,0.8,12.1,6,red
8.8,0.51,0.27,2.6,0.099,24,17,0.9999,3.45,0.4,9.6,6,red
7.7,0.65,0.03,2.8,0.127,21,17,0.9998,3.44,0.71,11.0,5,red
7.2,0.53,0.19,3.9,0.071,12,24,0.9971,3.05,0.62,10.8,6,red
7.8,0.02,0.09,3.2,0.005,22,-15,0.9987,3.42,0.58,9.2,7,red
11.0,0.45,0.31,2.5,0.11,9,17,0.9974,3.45,0.91,9.5,6,red
7.7,0.62,0.29,1.9,0.08,22,62,0.9953,3.07,0.54,10.3,7,red
9.0,0.75,0.53,3.4,0.098,17,39,0.9965,3.19,0.89,9.0,6,red
7.3,0.62,-0.06,2.9,0.089,-4,33,0.9963,3.2,1.03,13.1,7,red
9.5,0.53,0.48,2.4,0.05,14,74,0.9985,3.47,0.45,9.3,7,red
10.2,0.61,0.49,2.1,0.09,26,9,0.9982,3.49,0.5,9.9,5,red
8.0,0.86,0.17,2.6,0.057,15,61,0.9965,3.2,0.63,10.8,7,red
9.5,0.53,0.2,1.6,0.039,18,9,0.9963,3.14,0.62,10.7,7,red
8.1,0.26,0.33,0.5,0.124,11,74,0.9954,2.99,0.85,11.1,7,red
8.4,0.44,0.46,4.7,0.047,13,49,0.9961,3.07,0.85,9.3,6,red
9.1,0.39,-0.12,4.7,0.08,26,52,0.9965,3.2,0.58,8.9,3,red
8.8,0.32,0.18,2.7,0.045,11,42,0.9973,3.21,0.53,10.5,8,red
8.7,0.4,0.35,3.3,0.155,4,64,0.9969,3.31,0.6,9.4,4,red
5.8,1.02,0.28,2.2,0.11,-7,18,0.9952,3.4,0.7,9.6,8,red
6.2,0.34,0.27,3.2,0.04,8,80,0.9958,3.34,0.46,9.5,5,red
5.4,0.43,-0.04,2.7,0.087,4,38,0.9965,3.21,0.45,9.5,5,red
5.9,1.03,0.17,2.8,0.088,0,63,0.9977,3.29,0.53,8.8,6,red
9.1,0.63,0.2,1.2,0.092,5,68,0.9958,3.19,0.58,9.3,6,red
7.7,0.59,0.1,5.0,0.058,6,21,0.9939,3.24,0.6,10.0,8,red
7.2,0.62,0.48,1.0,0.055,5,63,0.9946,3.27,0.32,11.6,5,red
11.4,0.56,0.2,3.7,0.157,30,22,0.9973,3.42,0.59,12.6,7,red
10.3,0.44,0.11,1.4,0.045,-1,-6,0.9976,3.45,0.44,11.4,6,red
5.6,0.58,0.64,-0.2,0.038,22,53,0.9956,3.19,0.67,10.7,5,red
6.8,0.62,0.35,3.9,0.001,22,118,0.9948,3.31,0.45,11.5,6,red
6.7,0.22,0.3,2.8,0.075,22,25,0.994,3.42,0.72,10.2,6,red
8.4,0.44,0.24,0.6,0.026,15,63,0.9941,3.29,0.63,10.7,7,red
6.1,0.22,0.14,3.5,0.19,29,73,0.996,3.26,0.9,11.2,6,red
7.1,0.36,0.11,2.0,0.023,16,8,0.9937,3.46,0.71,11.0,7,red
9.0,0.62,0.05,5.1,0.051,14,26,0.997,3.41,0.63,11.4,6,red
8.1,0.45,0.21,0.6,0.189,28,88,0.9977,3.3,0.65,11.1,5,red
6.1,0.48,-0.02,1.7,0.138,14,68,0.9941,3.17,0.67,9.6,4,red
8.5,0.03,0.44,3.7,0.001,-1,49,0.9947,3.07,0.56,11.1,7,red
8.5,0.28,0.14,2.0,0.088,21,-5,0.9965,3.34,0.62,9.6,6,red
8.7,0.31,0.43,1.4,0.098,27,28,0.9952,3.4,0.57,11.2,6,red
5.9,0.21,0.11,2.9,0.041,19,64,0.9971,3.15,0.6,10.0,6,red
10.0,0.56,0.34,4.1,0.116,12,-57,0.9986,3.46,0.58,9.0,6,red
7.5,0.54,0.0,2.5,0.02,19,73,0.9963,3.26,0.6,8.9,6,red
6.3,0.67,0.15,2.2,0.007,23,84,0.9935,3.05,0.65,12.7,4,red
8.4,0.76,0.17,1.5,0.131,5,106,0.997,3.38,0.75,9.3,7,red
9.4,0.78,0.32,1.9,0.114,-6,88,0.9961,3.3,0.82,11.4,6,red
9.3,0.59,0.03,1.0,0.173,14,60,0.9977,3.29,0.55,11.1,6,red
10.5,0.56,0.55,4.3,0.082,27,72,1.0011,3.44,0.42,11.4,5,red
7.2,0.58,0.27,3.5,0.16,4,35,0.9949,3.54,0.79,9.3,6,red
5.5,0.35,0.26,0.7,0.06,2,28,0.9953,3.4,1.03,10.0,5,red
7.7,0.58,-0.01,1.7,0.141,18,61,0.9972,3.25,0.75,9.4,7,red
3.5,0.44,0.33,3.6,0.174,13,19,0.9983,3.05,0.6,11.5,6,red
6.9,0.31,0.48,3.5,0.044,9,32,1.0006,3.4,0.7,12.0,4,red
7.7,0.21,0.09,2.4,0.002,28,119,0.9959,3.32,0.69,10.3,5,red
7.5,0.09,0.15,2.2,0.097,9,22,0.995,3.19,0.65,12.7,6,red
9.2,0.48,0.22,2.5,0.096,20,54,0.9952,3.23,0.51,10.7,7,red
8.3,0.41,0.21,1.9,0.079,25,-7,0.9959,3.53,0.83,10.2,5,red
9.1,0.39,0.09,4.0,0.132,14,19,0.9962,3.45,0.52,10.5,7,red
8.8,0.32,0.35,3.5,0.034,25,20,0.997,3.48,0.82,10.9,6,red
5.8,0.43,0.49,2.9,0.081,23,42,0.9968,3.47,0.75,8.8,5,red
9.3,0.33,0.26,1.0,0.05,18,18,0.9943,3.35,0.9,10.7,7,red
7.4,0.55,0.1,1.7,0.163,12,37,0.9938,3.15,0.78,10.2,6,red
8.7,0.66,0.06,1.7,0.123,31,30,0.9965,3.33,0.26,10.1,5,red
9.1,0.44,0.73,2.0,0.053,25,40,0.9953,3.41,0.42,10.3,7,red
6.9,0.73,0.19,2.8,0.089,24,-8,0.9956,3.29,0.67,11.4,7,red
7.1,0.39,0.37,4.7,0.078,17,-5,0.9984,3.35,0.94,10.4,5,red
8.4,0.18,-0.05,2.8,0.025,10,72,0.9979,3.39,0.59,9.2,6,red
7.5,0.78,0.13,0.6,0.161,-4,27,0.996,3.46,0.43,10.5,6,red
11.2,0.16,0.47,3.5,0.066,21,53,0.9986,3.45,0.79,10.1,6,red
8.3,0.43,0.1,0.6,0.232,12,59,0.9988,3.26,0.94,10.4,6,red
6.3,0.67,0.11,3.2,0.088,18,49,0.9993,3.11,0.52,10.3,7,red
11.8,0.75,0.34,1.9,0.145,42,2,0.9997,3.54,0.57,10.8,4,red
8.9,0.5,0.14,3.3,0.088,29,-21,0.9963,3.36,0.94,8.9,6,red
8.2,0.43,0.37,3.3,0.101,21,32,0.9988,3.27,0.44,8.9,5,red
10.9,0.91,0.14,2.8,0.067,15,47,0.9961,3.03,0.48,10.3,6,red
8.8,0.7,0.25,1.1,0.002,24,92,0.999,3.42,0.48,10.1,4,red
8.2,0.72,0.39,1.7,0.165,25,111,0.9962,3.38,0.69,9.4,7,red
5.6,0.62,0.18,3.2,0.058,12,57,0.9967,3.27,0.61,8.2,5,red
4.4,0.64,0.03,2.8,0.156,13,43,0.9948,3.37,0.56,10.7,6,red
10.4,0.58,0.19,5.1,0.185,18,43,0.9948,3.52,0.81,9.9,5,red
8.8,0.51,0.08,2.7,0.056,8,44,0.9975,3.12,0.8,10.7,6,red
8.0,0.2,0.18,3.6,0.047,9,23,0.9985,3.48,0.91,10.7,6,red
8.1,0.29,0.27,2.0,0.06,4,90,0.9947,3.17,0.67,11.2,7,red
8.8,0.65,0.27,1.3,-0.003,34,32,0.9992,3.13,0.79,9.3,5,red
9.4,0.75,0.44,4.1,0.103,2,57,0.999,3.27,0.46,10.4,5,red
7.0,0.56,0.12,1.5,0.148,2,57,0.9975,3.52,0.78,12.6,6,red
8.6,0.33,0.27,0.5,0.042,-8,-31,0.9985,3.19,0.79,10.7,6,red
9.2,0.57,0.53,0.6,0.109,22,12,0.9957,3.29,0.52,12.0,7,red
7.4,0.6,0.33,3.0,0.076,6,57,0.994,3.09,0.76,11.1,7,red
4.5,0.19,0.45,1.6,0.077,24,87,0.9957,3.39,0.7,9.4,5,red
7.0,0.8,0.26,0.4,0.086,15,52,0.999,3.18,0.74,13.0,5,red
6.1,0.68,0.42,5.2,0.103,29,68,0.9991,3.24,0.82,11.9,6,red
10.3,0.34,0.23,-0.6,0.057,7,10,0.9945,3.45,0.69,9.0,5,red
6.7,0.51,0.0,1.9,0.087,17,47,0.9944,3.21,0.86,10.2,6,red
6.6,0.47,0.39,4.8,0.059,28,8,0.995,3.37,0.47,12.3,6,red
7.2,0.76,0.34,2.6,0.093,29,72,0.993,3.36,0.51,11.1,6,red
9.7,0.43,0.28,5.9,0.044,27,48,0.9955,3.35,0.63,8.4,6,red
9.8,0.31,0.09,3.6,0.13,22,104,0.9976,3.16,0.53,9.7,5,red
6.9,0.51,0.57,0.8,0.071,16,46,0.991,3.34,0.7,9.6,9,red
7.5,0.34,0.42,3.6,0.028,22,-5,0.9966,3.28,0.6,12.0,6,red
8.0,0.7,0.15,1.7,0.077,2,57,0.9994,3.27,0.61,11.0,5,red
10.7,0.51,0.54,2.1,0.083,12,31,0.9984,3.42,0.6,10.1,8,red
4.8,0.32,0.53,1.1,0.064,31,78,0.9975,3.12,0.7,9.6,6,red
5.9,0.4,0.23,1.6,0.011,26,23,0.9969,3.21,0.66,11.1,5,red
12.4,0.44,0.11,3.5,0.081,3,88,0.9989,3.31,0.72,10.3,6,red
10.3,0.47,0.36,1.2,0.095,20,1,0.9977,3.54,0.59,10.6,7,red
5.8,0.23,0.23,-0.2,0.107,6,93,0.9962,3.04,0.35,11.0,6,red
13.6,0.32,0.78,3.1,0.135,13,1,0.9985,3.34,0.79,10.6,5,red
9.4,0.58,0.07,2.2,0.11,31,21,0.9941,3.28,0.53,8.9,7,red
8.5,0.76,0.57,3.8,0.102,-3,69,0.9982,3.42,0.71,11.3,6,red
10.8,0.43,0.19,1.4,0.114,2,117,0.9977,3.2,0.66,11.5,6,red
6.8,0.54,0.23,3.9,0.06,17,49,0.9971,3.28,1.04,12.7,4,red
7.5,0.95,0.11,3.5,0.131,21,0,0.9969,3.18,0.2,9.7,5,red
8.4,0.57,0.29,3.2,0.083,13,-30,0.9999,3.25,0.55,11.8,4,red
9.2,0.18,0.1,0.6,0.078,28,78,0.9988,3.4,0.72,11.8,6,red
8.9,0.63,0.23,2.4,0.028,13,101,0.9993,3.37,0.39,11.5,7,red
8.6,0.57,0.03,3.8,0.108,19,82,0.9976,3.27,0.65,10.6,4,red
7.6,0.45,-0.11,1.7,0.103,17,52,0.9989,3.44,0.37,9.4,5,red
8.9,0.32,0.23,-0.4,0.122,13,21,0.9976,3.67,0.66,10.1,4,red
8.8,0.67,0.52,1.6,0.022,24,63,0.9964,3.19,0.67,9.2,6,red
8.3,0.04,0.32,1.2,0.121,7,58,0.9982,3.39,0.78,8.8,7,red
7.8,0.45,0.24,1.7,0.079,29,112,0.9962,3.32,0.71,11.2,6,red
7.4,0.46,0.77,0.5,0.045,26,63,0.9989,3.47,0.49,9.5,6,red
5.8,0.4,-0.17,3.6,0.065,26,76,0.9944,3.23,0.67,8.3,6,red
10.7,0.51,0.32,3.4,0.049,40,43,0.9962,3.46,0.71,10.5,6,red
9.6,0.3,0.1,1.2,0.102,20,14,0.9954,3.29,0.5,11.3,6,red
10.0,0.63,0.28,1.9,0.067,17,45,1.0011,3.28,0.82,11.1,5,red
6.3,1.05,0.12,1.3,0.083,21,-33,0.9955,3.33,0.75,9.3,6,red
7.5,0.36,0.14,3.2,0.065,12,46,0.9966,3.33,0.38,9.8,6,red
8.2,0.6,0.32,1.1,0.081,15,57,0.9928,3.17,0.66,10.8,6,red
8.9,0.56,0.23,1.3,0.034,7,28,1.0,3.31,0.48,11.4,5,red
7.0,0.57,0.13,2.6,-0.007,30,58,0.9952,3.51,0.32,10.9,4,red
